Ln Peak WS,Name,Draft Year,Pick,Draft Age,Position,Height (cm),Weight (lbs),Games,Games Started Percentage,Minutes Played,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Strength of Schedule,True Shooting Percentage,Effective Field Goal Percentage,3 Point Attempt Rate,Free Throw Attempt Rate,Total Rebound Percentage,Assist Percentage,Block Percentage,Turnover Percentage,Usage Rate,Offensive Win Shares,Defensive Win Shares,Win Shares,Win Shares Per 40 Minutes,MM Games Played,MM Final Four,MM Champ,MM Games Started Percentage,MM Minutes Played,MM Field Goals Per Game,MM Field Goal Attempts Per Game,MM Field Goal Percentage,MM 2-Point Field Goals Per Game,MM 2-Point Field Goal Attempts Per Game,MM 2-Point Field Goal Percentage,MM 3-Point Field Goals Per Game,MM 3-Point Field Goal Attempts Per Game,MM 3-Point Field Goal Percentage,MM Free Throws Per Game,MM Free Throw Attempts Per Game,MM Free Throw Percentage,MM Offensive Rebounds Per Game,MM Defensive Rebounds Per Game,MM Total Rebounds Per Game,MM Assists Per Game,MM Steals Per Game,MM Blocks Per Game,MM Turnovers Per Game,MM Personal Fouls Per Game,MM Points Per Game,MM Points Delta,MM Rebounds Delta,MM Assists Delta,MM Steals Delta,MM Blocks Delta,MM Points Delta Squared,MM Rebounds Delta Squared,MM Assists Delta Squared,MM Steals Delta Squared,MM Blocks Delta Squared
1.904420855,Jeff Teague,2009,19,21,Guard,188,180,31,1,32,5.8,12,0.485,4.4,8.7,0.502,1.5,3.3,0.441,5.8,7.1,0.817,0.5,2.8,3.3,3.5,1.9,0.6,3.4,2.2,18.8,7.36,0.615,0.546,0.275,0.59,12.0730303,16.53393939,2.918787879,18,25.38030303,3.8,1.8,5.6,0.227,1,0,0,1,37,4,7,0.571429,4,6,0.666667,0,1,0,2,4,0.5,0,1,1,5,0,1,7,3,10,-8.8,-2.3,1.5,-1.9,0.4,77.44,5.29,2.25,3.61,0.16
1.736409374,Darren Collison,2009,21,21.83333333,Guard,185,160,35,1,31.5,5,9.8,0.509,3.8,6.9,0.558,1.2,3,0.394,3.2,3.6,0.897,0.5,1.9,2.4,4.7,1.6,0.1,2.5,1.5,14.4,7.18,0.624,0.568,0.302,0.366,4.9,28.4,0.4,17.7,23.1,3.8,1.6,5.4,0.196,2,0,0,0.5,32.5,3.5,10,0.35,1.5,5,0.3,2,5,0.4,3.5,5,0.7,0,1,1,1.5,1.5,0,4,2,12.5,-1.9,-1.4,-3.2,-0.1,-0.1,3.61,1.96,10.24,0.01,0.01
-0.093090423,Byron Mullens,2009,24,20.33333333,Center,213,275,33,0.060606061,20.3,3.6,5.7,0.638,3.6,5.7,0.642,0,0,0,1.6,2.8,0.559,1.7,3,4.7,0.3,0.5,1.1,1.5,2.1,8.8,8.23,0.629,0.638,0.005,0.495,14.6,3.3,4.7,18,24,2.3,1,3.3,0.198,1,0,0,0,22,4,5,0.8,4,5,0.8,0,0,0,2,4,0.5,1,2,3,1,0,1,1,2,10,1.2,-1.7,0.7,-0.5,-0.1,1.44,2.89,0.49,0.25,0.01
1.657847052,Taj Gibson,2009,26,24,Forward,206,225,35,1,33.7,5.4,9,0.601,5.4,9,0.601,0,0,0,3.4,5.2,0.659,3.5,5.5,9,1.3,1,2.9,2.1,2.9,14.3,9.15,0.621,0.601,0,0.576,12.0730303,16.53393939,2.918787879,15.2,25.38030303,3.8,3.8,7.7,0.26,2,0,0,0.5,29.5,5,6,0.833333,5,6,0.833333,0,0,0,3.5,4.5,0.777778,1,2,3,3,1,4,3,4.5,13.5,-0.8,-6,1.7,0,1.1,0.64,36,2.89,0,1.21
1.090079254,DeMarre Carroll,2009,27,22.91666667,Forward,203,225,38,1,28,6.5,11.6,0.558,6.1,10.4,0.579,0.4,1.2,0.364,3.2,5,0.634,2.4,4.8,7.2,2.2,1.6,0.7,1.5,2.2,16.6,6.72,0.591,0.576,0.1,0.433,13.9,15.2,1.8,9.5,25.9,3.6,3.6,7.2,0.271,4,0,0,0.25,29.5,5.5,11,0.5,5,9.25,0.540541,0.5,1.75,0.285714,2.75,4,0.6875,1.5,4.75,6.25,3.5,1.25,0.75,0.5,2.75,14.25,-2.35,-0.95,1.3,-0.35,0.05,5.5225,0.9025,1.69,0.1225,0.0025
0.795226457,Wayne Ellington,2009,28,21.58333333,Guard,193,200,38,0.973684211,30.4,5.7,11.7,0.483,3.4,6.3,0.539,2.2,5.4,0.417,2.3,2.9,0.777,1.5,3.4,4.9,2.7,0.9,0.2,1.6,1.5,15.8,8.35,0.604,0.579,0.458,0.252,8.3,14.5,0.4,11.1,21.5,3.5,2,5.5,0.189,6,1,1,0.166666667,33.5,7.333333,13.333333,0.55,4.5,8,0.5625,2.833333,5.333333,0.53125,1.666667,2.166667,0.769231,1.333333,4.333333,5.666667,2.666667,0.333333,0.333333,2.166667,0.833333,19.166667,3.366667,0.766667,-0.033333,-0.566667,0.133333,11.33444669,0.587778289,0.001111089,0.321111489,0.017777689
0.951454644,Toney Douglas,2009,29,23.25,Guard,185,205,35,1,36.5,6.8,15.3,0.446,4.4,9,0.489,2.4,6.3,0.385,5.4,6.6,0.81,0.8,3.1,3.9,2.9,1.8,0.4,2.5,2.2,21.5,7.91,0.581,0.525,0.412,0.433,6.1,20.2,0.9,11.9,29,4.6,1.7,6.3,0.196,1,0,0,1,41,8,16,0.5,6,11,0.545455,2,5,0.4,8,9,0.888889,0,5,5,2,0,0,5,3,26,4.5,1.1,-0.9,-1.8,-0.4,20.25,1.21,0.81,3.24,0.16
0.847517616,Jeff Pendergraph,2009,31,22.16666667,Forward,208,240,35,1,32.5,5.7,8.6,0.66,5.7,8.5,0.662,0,0,0,3.2,4.1,0.779,2.5,5.7,8.2,0.9,0.5,0.9,1.2,2.7,14.5,7.82,0.69,0.66,0.003,0.483,16.8,6.7,2.3,10.4,21.1,5.1,2.3,7.3,0.258,2,0,0,0.5,31,5.5,9.5,0.578947,5.5,9.5,0.578947,0,0,0,4.5,6,0.75,0.5,4,4.5,1,0,0,1,4.5,15.5,1,-3.7,0.1,-0.5,-0.9,1,13.69,0.01,0.25,0.81
1.273001231,Dante Cunningham,2009,33,22.16666667,Forward,206,230,38,1,31.6,6.4,12.2,0.525,6.4,12.2,0.527,0,0.1,0,3.3,4.7,0.697,2.6,4.9,7.5,1.2,1.2,1.2,2.2,2.7,16.1,8.72,0.557,0.525,0.004,0.383,12.0730303,16.53393939,2.918787879,13,25.38030303,2.8,3.6,6.3,0.212,5,1,0,0.2,31.6,6.4,12.8,0.5,6.4,12.8,0.5,0,0,0,3.8,4.8,0.791667,3.4,5.6,9,1.4,0.8,1.2,2.4,3.4,16.6,0.5,1.5,0.2,-0.4,0,0.25,2.25,0.04,0.16,0
0.602644081,Sam Young,2009,36,24,Forward,198,220,36,1,31.8,7.3,14.4,0.502,5.8,10.4,0.552,1.5,4,0.372,3.2,4.3,0.74,1.9,4.3,6.3,1.1,1,0.8,2.4,1.7,19.2,8.61,0.582,0.554,0.279,0.296,11.2,7.1,2.1,12.9,29,3.9,3.1,6.9,0.242,4,0,0,0.25,38.5,8.25,15.75,0.52381,5.25,9.5,0.552632,3,6.25,0.48,3.75,4,0.9375,1.75,6,7.75,0.75,0.25,1.25,3.25,1.25,23.25,4.05,1.45,-0.35,-0.75,0.45,16.4025,2.1025,0.1225,0.5625,0.2025
0.717839793,DeJuan Blair,2009,37,20.16666667,Forward,201,265,35,1,27.3,6.5,10.9,0.593,6.5,10.9,0.593,0,0,0,2.8,4.6,0.605,5.6,6.8,12.3,1.2,1.5,1,1.3,2.7,15.7,8.61,0.601,0.593,0,0.425,25.7,9.1,2.8,8.8,25.7,3.5,4.8,8.2,0.345,4,0,0,0.25,34,6.75,12.25,0.55102,6.75,12.25,0.55102,0,0,0,3.25,6.75,0.481481,5.75,8,13.75,1.75,2,0.75,1.25,3,16.75,1.05,1.45,0.55,0.5,-0.25,1.1025,2.1025,0.3025,0.25,0.0625
1.0652411,Derrick Brown,2009,40,21.75,Forward,203,227,35,1,29.5,4.9,9.6,0.504,3.7,7.1,0.53,1.1,2.6,0.433,2.9,3.9,0.741,2.3,3.7,6.1,1.9,0.7,0.9,1.7,2.5,13.7,4.65,0.597,0.562,0.267,0.401,12.0730303,16.53393939,2.918787879,13.2,25.38030303,3.2,2.4,5.6,0.218,3,0,0,0.333333333,29,5,11.666667,0.428571,3.666667,8.333333,0.44,1.333333,3.333333,0.4,1,2.333333,0.428571,1,4.333333,5.333333,1.333333,1,0.666667,0.333333,3.333333,12.333333,-1.366667,-0.766667,-0.566667,0.3,-0.233333,1.867778689,0.587778289,0.321111489,0.09,0.054444289
1.459561644,Jodie Meeks,2009,41,21.83333333,Guard,196,208,36,1,34.4,7.3,15.8,0.463,4.1,7.8,0.521,3.3,8,0.406,5.9,6.5,0.902,0.5,2.9,3.4,1.8,1.3,0.1,2.7,1.9,23.7,4.82,0.629,0.566,0.507,0.412,5.7,11.7,0.3,12.4,30.9,6.3,1.1,7.4,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.668816083,Patrick Beverley,2009,42,20.91666667,Guard,185,180,35,0.942857143,33.8,3.9,9.4,0.412,2,4.5,0.449,1.9,4.9,0.378,2.4,3.8,0.644,1.2,5.4,6.6,2.4,1.3,0.5,2,2.4,12.1,6.73,0.537,0.511,0.521,0.4,11.4,12.9,1,14.9,19,1.5,2.1,3.6,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.330944266,Marcus Thornton,2009,43,22,Guard,193,205,35,1,31.9,7.3,15.5,0.472,5.1,9.7,0.522,2.2,5.7,0.388,4.3,5.7,0.745,2,3.5,5.5,2.1,1.6,0.4,1.8,2.1,21.1,3.27,0.58,0.544,0.371,0.369,9.5,15.4,0.9,9.1,30.9,4.2,2.4,6.6,0.235,2,0,0,0.5,35.5,10,18.5,0.540541,6,11,0.545455,4,7.5,0.533333,3.5,4,0.875,3.5,2.5,6,2.5,2.5,0,2,3.5,27.5,6.4,0.5,0.4,0.9,-0.4,40.96,0.25,0.16,0.81,0.16
0.596232661,Chase Budinger,2009,44,21.08333333,Forward,201,218,35,1,37.6,6.3,13,0.48,4.3,8.2,0.528,1.9,4.8,0.399,3.6,4.5,0.801,1.4,4.8,6.2,3.4,1.4,0.5,2.4,1.9,18,8.8,0.594,0.554,0.368,0.342,10.1,19,1,13.8,24.6,3.9,1.3,5.2,0.159,3,0,0,0.333333333,38.333333,7.666667,13.666667,0.560976,6.666667,9.666667,0.689655,1,4,0.25,2.666667,4.333333,0.615385,0.333333,4.666667,5,3,1.666667,0.666667,2.666667,2,19,1,-1.2,-0.4,0.266667,0.166667,1,1.44,0.16,0.071111289,0.027777889
0.502418288,Nick Calathes,2009,45,20.33333333,Guard,198,194,36,0.972222222,33.3,5.7,11.8,0.482,3.7,6.6,0.555,2,5.2,0.39,3.8,5.3,0.707,0.9,4.5,5.3,6.4,1.9,0.2,3.3,1.9,17.2,3.88,0.599,0.568,0.44,0.449,12.0730303,16.53393939,2.918787879,18.7,25.38030303,4,2.4,6.4,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.721764761,Danny Green,2009,46,22,Forward,196,210,38,1,27.4,4.8,10.3,0.471,2.8,5.4,0.517,2,4.8,0.418,1.4,1.6,0.852,1.8,2.8,4.7,2.7,1.8,1.3,1.7,2.2,13.1,8.35,0.592,0.569,0.471,0.156,8.9,16.3,3.4,13,20.5,2.7,3.6,6.3,0.241,6,1,1,0.166666667,28.666667,4.333333,9.833333,0.440678,2.166667,4.833333,0.448276,2.166667,5,0.433333,1.166667,1.166667,1,2,2.666667,4.666667,2.666667,1.833333,1.333333,1,2.666667,12,-1.1,-0.033333,-0.033333,0.033333,0.033333,1.21,0.001111089,0.001111089,0.001111089,0.001111089
0.55259022,A.J. Price,2009,52,22.66666667,Guard,188,181,35,1,31.8,4.9,11.9,0.408,2.5,6.1,0.413,2.3,5.8,0.402,2.7,3.7,0.721,0.6,2.9,3.5,4.7,0.7,0,2.7,1.3,14.7,8.57,0.538,0.506,0.489,0.309,5.8,28.2,0,16.4,25.1,2.1,1.9,4,0.144,5,1,0,0.2,32,6.2,16.6,0.373494,4,10.6,0.377358,2.2,6,0.366667,4.4,6.2,0.709677,0.4,4.4,4.8,4.4,1.4,0,3,2.2,19,4.3,1.3,-0.3,0.7,0,18.49,1.69,0.09,0.49,0
1.299761339,Patrick Mills,2009,55,20.83333333,Guard,183,180,26,0.923076923,33.3,6.3,15.6,0.402,3.7,8,0.464,2.6,7.6,0.338,3.3,3.8,0.859,0.5,1.9,2.4,3.9,2.2,0.2,2.9,1.7,18.4,1.49,0.529,0.485,0.489,0.244,3.9,25.7,0.5,14.2,30,1.8,1.9,3.6,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.295845383,Derrick Rose,2008,1,19.66666667,Guard,190,190,40,0.975,29.2,5.2,10.9,0.477,4.3,8.3,0.521,0.9,2.6,0.337,3.7,5.1,0.712,1.4,3.2,4.5,4.7,1.2,0.4,2.7,1.7,14.9,5.76,0.56,0.517,0.239,0.47,8.3,30.4,0.9,16.7,26,2.8,3.8,6.6,0.226,6,1,0,0.166666667,35.5,7.166667,13.833333,0.518072,6.333333,11.333333,0.558824,0.833333,2.5,0.333333,5.666667,7.333333,0.772727,2.5,4,6.5,6,1.333333,0.333333,1.833333,2,20.833333,5.933333,2,1.3,0.133333,-0.066667,35.20444049,4,1.69,0.017777689,0.004444489
1.162525614,O.J. Mayo,2008,3,20.58333333,Guard,193,210,33,0.96969697,36.8,7.2,16.2,0.442,4.5,9.7,0.464,2.7,6.5,0.409,3.7,4.6,0.803,1.1,3.5,4.5,3.3,1.5,0.4,3.5,2.4,20.7,8.59,0.562,0.524,0.401,0.284,7.4,21.4,0.7,16.1,31.8,3.4,1.8,5.2,0.172,1,0,0,1,40,6,16,0.375,4,12,0.333333,2,4,0.5,6,7,0.857143,0,2,2,5,1,0,3,2,20,-0.7,-2.5,1.7,-0.5,-0.4,0.49,6.25,2.89,0.25,0.16
2.444262702,Russell Westbrook,2008,4,19.58333333,Guard,190,187,39,0.871794872,33.8,4.7,10,0.465,4,8.1,0.497,0.7,2,0.338,2.7,3.8,0.713,1.6,2.4,3.9,4.3,1.6,0.2,2.5,2.4,12.7,7.71,0.538,0.499,0.197,0.384,7.1,24.4,0.4,17.2,21.8,2,3.3,5.3,0.161,5,1,0,0.2,33.8,5,12.4,0.403226,4,9.8,0.408163,1,2.6,0.384615,2.4,3.4,0.705882,1.8,3.4,5.2,4,2,0,2.6,2.8,13.4,0.7,1.3,-0.3,0.4,-0.2,0.49,1.69,0.09,0.16,0.04
2.453132651,Kevin Love,2008,5,19.75,Center,208,260,39,0.974358974,29.6,5.8,10.4,0.559,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,3.6,7,10.6,1.9,0.7,1.4,2,1.9,17.5,7.71,0.644,0.595,0.202,0.635,22.1,14.1,3.6,12.9,27,5.6,5.7,11.3,0.391,5,1,0,0.2,32.4,7.2,12.6,0.571429,6,9,0.666667,1.2,3.6,0.333333,4.2,5.2,0.807692,3,7.6,10.6,2.2,0.8,4,1.8,2,19.8,2.3,0,0.3,0.1,2.6,5.29,0,0.09,0.01,6.76
1.160527612,Eric Gordon,2008,7,19.5,Guard,190,222,32,1,34.7,5.8,13.3,0.433,3.6,6.8,0.525,2.2,6.5,0.337,7.2,8.7,0.834,0.7,2.5,3.3,2.4,1.3,0.6,3.6,2.2,20.9,6.08,0.601,0.515,0.489,0.652,5.5,15.2,1.3,17.1,30.8,4.2,1.8,6,0.217,1,0,0,1,37,3,15,0.2,3,9,0.333333,0,6,0,2,6,0.333333,2,1,3,1,3,1,3,2,8,-12.9,-0.3,-1.4,1.7,0.4,166.41,0.09,1.96,2.89,0.16
1.385011487,D.J. Augustin,2008,9,20.58333333,Guard,183,180,38,1,37.3,6.4,14.5,0.439,4.4,9.4,0.471,1.9,5.1,0.381,4.6,5.8,0.783,0.5,2.4,2.9,5.8,1.2,0,2.8,1.6,19.2,8.59,0.557,0.506,0.352,0.401,12.0730303,16.53393939,2.918787879,13.8,25.38030303,3.4,2.6,6,0.169,4,0,0,0.25,37.75,5,14.5,0.344828,3.25,10,0.325,1.75,4.5,0.388889,2.5,3.75,0.666667,0.5,2.75,3.25,6.5,1.75,0,2.5,1.75,14.25,-4.95,0.35,0.7,0.55,0,24.5025,0.1225,0.49,0.3025,0
2.219870106,Brook Lopez,2008,10,20.16666667,Forward,213,260,27,0.925925926,30.8,6.8,14.6,0.468,6.8,14.3,0.475,0,0.2,0,5.7,7.2,0.789,2.9,5.3,8.2,1.4,0.6,2.1,2.1,2.4,19.3,6.95,0.537,0.468,0.015,0.494,15.3,11.3,4.9,10.7,33.7,2,3.5,5.4,0.261,3,0,0,0.333333333,25.333333,7,14.666667,0.477273,7,14.666667,0.477273,0,0,0,6,6.333333,0.947368,2,3.333333,5.333333,1.333333,0.666667,1.333333,1.666667,2,20,0.7,-2.866667,-0.066667,0.066667,-0.766667,0.49,8.217779689,0.004444489,0.004444489,0.587778289
1.147748965,Jerryd Bayless,2008,11,19.83333333,Guard,190,200,30,1,35.7,5.8,12.6,0.458,3.8,7.8,0.489,2,4.8,0.407,6.2,7.4,0.839,0.4,2.3,2.7,4,1,0.1,3,2.2,19.7,10.22,0.612,0.536,0.384,0.59,4.9,25,0.2,15.5,29.2,4,0.8,4.8,0.178,1,0,0,1,40,4,10,0.4,3,7,0.428571,1,3,0.333333,2,2,1,0,3,3,3,1,0,2,2,11,-8.7,0.3,-1,0,-0.1,75.69,0.09,1,0,0.01
1.350362352,Jason Thompson,2008,12,21.91666667,Center,211,250,34,1,34.6,8.1,14.4,0.56,7.8,13.4,0.578,0.3,1,0.324,3.9,6.7,0.581,3.4,8.8,12.1,2.7,1.1,2.7,2.9,2.9,20.4,-3.72,0.579,0.571,0.069,0.466,19.7,17.3,5.3,14.2,29,3.5,3.4,6.9,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.192505436,Brandon Rush,2008,13,22.91666667,Guard,198,210,38,0.789473684,29.7,4.7,10.9,0.435,2.6,5.9,0.448,2.1,5,0.419,1.8,2.3,0.779,1.5,3.6,5.1,2.1,0.8,0.8,1.8,1.6,13.3,8.2,0.557,0.531,0.461,0.208,12.0730303,16.53393939,2.918787879,13.2,25.38030303,2.3,2.8,5.1,0.18,6,1,1,0.166666667,34,6.333333,13.166667,0.481013,4.5,7.833333,0.574468,1.833333,5.333333,0.34375,1.333333,2,0.666666,1.5,4.5,6,2,0.333333,0.666667,2.166667,2.833333,15.833333,2.533333,0.9,-0.1,-0.466667,-0.133333,6.417776089,0.81,0.01,0.217778089,0.017777689
0.134693508,Anthony Randolph,2008,14,18.91666667,Forward,208,205,31,1,32.8,5.9,12.7,0.464,5.8,12.1,0.483,0.1,0.6,0,3.7,5.4,0.693,2.8,5.7,8.5,1.2,1.1,2.3,3,2.7,15.6,5.66,0.511,0.467,0.048,0.421,14.2,8.5,4.6,16.3,28,1.1,2.3,3.5,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00523008,Robin Lopez,2008,15,20.16666667,Center,213,255,36,0.833333333,24.5,3.9,7.3,0.534,3.9,7.3,0.533,0,0,0,2.4,3.7,0.652,2.6,3.1,5.7,0.6,0.5,2.3,1.8,2.6,10.2,6.95,0.565,0.536,0.004,0.504,13.3,5.4,6.8,16.2,22.7,1.8,4.1,5.9,0.269,3,0,0,0.333333333,27.333333,5.666667,9.333333,0.607143,5.666667,9.333333,0.607143,0,0,0,1.333333,3,0.444444,2.666667,3.333333,6,0.666667,0.666667,2.666667,1,2.333333,12.666667,2.466667,0.3,0.066667,0.166667,0.366667,6.084446089,0.09,0.004444489,0.027777889,0.134444689
1.050372432,Marreese Speights,2008,16,20.83333333,Center,208,245,36,1,24.3,6,9.6,0.624,6,9.6,0.624,0,0,0,2.5,3.6,0.692,2.6,5.5,8.1,0.9,0.4,1.4,1.7,2.3,14.5,4.98,0.64,0.624,0,0.376,12.0730303,16.53393939,2.918787879,13.2,25.38030303,3.8,3.1,6.8,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.756937954,Roy Hibbert,2008,17,21.5,Center,218,278,34,1,26.3,5.3,8.6,0.609,5.2,8.6,0.605,0.1,0.1,0,2.7,4.2,0.646,2.2,4.1,6.4,1.9,0.5,2.2,1.7,2.7,13.4,7.23,0.626,0.614,0.01,0.49,14.5,16.6,6.3,13.6,25.9,3.5,3.3,6.8,0.305,2,0,0,0.5,19.5,4.5,5.5,0.818182,4.5,5.5,0.818182,0,0,0,0.5,2,0.25,1.5,2.5,4,1.5,0.5,1,2,3,9.5,-3.9,-2.4,-0.4,0,-1.2,15.21,5.76,0.16,0,1.44
1.616036782,JaVale McGee,2008,18,20.41666667,Forward,213,237,33,0.939393939,27.3,5.7,10.8,0.529,5.3,9.5,0.556,0.4,1.3,0.333,2.2,4.3,0.525,2.5,4.8,7.3,0.6,0.8,2.8,2.4,2.5,14.1,-0.11,0.55,0.549,0.118,0.395,15.1,4.7,6.7,15.9,27.7,1.8,2.2,4,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.488948515,J.J. Hickson,2008,19,19.75,Forward,206,242,31,0.838709677,28.7,5.3,8.9,0.591,5.3,8.9,0.593,0,0,0,4.3,6.3,0.677,2.6,5.9,8.5,1,0.7,1.5,2.7,1.9,14.8,9.06,0.621,0.591,0.004,0.707,17.4,9.2,3.5,18.4,26.8,3.2,0.7,3.9,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.816452082,Ryan Anderson,2008,21,20.08333333,Forward,206,216,33,1,32.8,7,14.2,0.49,5,9.5,0.53,1.9,4.7,0.41,5.2,6,0.869,3,6.9,9.9,1.4,0.4,0.5,2.2,2.2,21.1,8.45,0.618,0.559,0.333,0.424,17.9,9.7,1.1,11.6,29.4,4.4,1.1,5.5,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.256836294,Courtney Lee,2008,22,22.66666667,Guard,196,200,36,1,30,7.2,15.1,0.477,5.3,10.3,0.515,1.9,4.8,0.397,4.1,5,0.822,1.3,3.5,4.9,2.1,1.8,0.8,2.3,2.4,20.4,0.24,0.585,0.541,0.32,0.331,12.0730303,16.53393939,2.918787879,11.8,25.38030303,4,2.9,6.9,0.256,3,0,0,0.333333333,36.333333,7.333333,20,0.366667,4.666667,14.333333,0.325581,2.666667,5.666667,0.470588,3.333333,4.333333,0.769231,1.666667,6.333333,8,2,2.666667,1.666667,3,2.333333,20.666667,0.266667,3.1,-0.1,0.866667,0.866667,0.071111289,9.61,0.01,0.751111689,0.751111689
1.262399591,Kosta Koufos,2008,23,19.33333333,Forward,213,265,37,0.945945946,27.1,6,11.8,0.508,5.4,10.1,0.535,0.6,1.7,0.349,1.8,2.7,0.68,2.6,4,6.7,0.5,0.4,1.8,1.5,2.2,14.4,7.97,0.551,0.533,0.144,0.229,12.0730303,16.53393939,2.918787879,10.2,25.38030303,2.3,2.9,5.3,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.084133488,George Hill,2008,26,22.08333333,Guard,188,180,32,1,36.8,6.9,12.6,0.545,5.3,9.2,0.58,1.5,3.4,0.45,6.2,7.7,0.812,1.5,5.2,6.8,4.3,1.8,0.4,2.9,2.8,21.5,-2.41,0.661,0.605,0.27,0.606,12.1,24.2,0.8,15.3,28.1,5.7,2.1,7.8,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.380285891,Darrell Arthur,2008,27,20.25,Forward,206,225,40,0.975,24.7,5.4,9.9,0.543,5.3,9.6,0.555,0.1,0.3,0,2,2.9,0.702,2.3,4,6.3,0.8,0.5,1.3,1.9,3,12.8,8.2,0.569,0.546,0.03,0.289,12.0730303,16.53393939,2.918787879,14.3,25.38030303,2.5,3.3,5.8,0.234,6,1,1,0.166666667,30.333333,5,8.166667,0.612245,5,8.166667,0.612245,0,0,0,1,1.666667,0.6,2,4.5,6.5,1,0.5,1.166667,2.166667,2.666667,11,-1.8,0.2,0.2,0,-0.133333,3.24,0.04,0.04,0,0.017777689
0.67416473,D.J. White,2008,29,21.83333333,Forward,206,251,33,1,33.5,6.5,10.8,0.605,6.5,10.7,0.607,0,0.1,0,4.3,6.2,0.689,3,7.3,10.3,0.8,0.8,1.6,1.9,2.5,17.4,6.08,0.632,0.606,0.008,0.577,18,5.2,3.5,12.2,23.8,4.2,3.4,7.6,0.275,1,0,0,1,36,10,16,0.625,10,16,0.625,0,0,0,2,4,0.5,2,7,9,0,1,1,0,3,22,4.6,-1.3,-0.8,0.2,-0.6,21.16,1.69,0.64,0.04,0.36
1.572557586,Mario Chalmers,2008,34,22.08333333,Guard,185,190,39,0.974358974,30,4.2,8.2,0.516,2.3,4.2,0.562,1.9,4,0.468,2.5,3.3,0.746,0.4,2.7,3.1,4.3,2.5,0.6,1.9,2.5,12.8,8.2,0.656,0.631,0.491,0.409,12.0730303,16.53393939,2.918787879,16.5,25.38030303,4.1,3.4,7.5,0.257,6,1,1,0.166666667,32.833333,5,10.166667,0.491803,2.833333,5,0.566667,2.166667,5.166667,0.419355,2.666667,3.5,0.761905,0.166667,3,3.166667,3,2.833333,0.333333,1.666667,2.666667,14.833333,2.033333,0.066667,-1.3,0.333333,-0.266667,4.134443089,0.004444489,1.69,0.111110889,0.071111289
2.305912883,DeAndre Jordan,2008,35,19.91666667,Center,211,250,35,0.6,20.1,3.2,5.2,0.617,3.2,5.2,0.617,0,0,0,1.5,3.4,0.437,1.9,4.1,6,0.4,0.2,1.3,1.6,1.9,7.9,7.46,0.58,0.617,0,0.65,12.0730303,16.53393939,2.918787879,19.2,25.38030303,1.6,2.8,4.4,0.249,2,0,0,0,10,1.5,3,0.5,1.5,3,0.5,0,0,0,0,0,0,2,0.5,2.5,0.5,0,0,2,1.5,3,-4.9,-3.5,0.1,-0.2,-1.3,24.01,12.25,0.01,0.04,1.69
