Ln Peak WS,Name,Draft Year,Pick,Draft Age,Position,Height (cm),Weight (lbs),Games,Games Started Percentage,Minutes Played,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Strength of Schedule,True Shooting Percentage,Effective Field Goal Percentage,3 Point Attempt Rate,Free Throw Attempt Rate,Total Rebound Percentage,Assist Percentage,Block Percentage,Turnover Percentage,Usage Rate,Offensive Win Shares,Defensive Win Shares,Win Shares,Win Shares Per 40 Minutes,MM Games Played,MM Final Four,MM Champ,MM Games Started Percentage,MM Minutes Played,MM Field Goals Per Game,MM Field Goal Attempts Per Game,MM Field Goal Percentage,MM 2-Point Field Goals Per Game,MM 2-Point Field Goal Attempts Per Game,MM 2-Point Field Goal Percentage,MM 3-Point Field Goals Per Game,MM 3-Point Field Goal Attempts Per Game,MM 3-Point Field Goal Percentage,MM Free Throws Per Game,MM Free Throw Attempts Per Game,MM Free Throw Percentage,MM Offensive Rebounds Per Game,MM Defensive Rebounds Per Game,MM Total Rebounds Per Game,MM Assists Per Game,MM Steals Per Game,MM Blocks Per Game,MM Turnovers Per Game,MM Personal Fouls Per Game,MM Points Per Game,MM Points Delta,MM Rebounds Delta,MM Assists Delta,MM Steals Delta,MM Blocks Delta,MM Points Delta Squared,MM Rebounds Delta Squared,MM Assists Delta Squared,MM Steals Delta Squared,MM Blocks Delta Squared
0.67088281,Trajan Langdon,1999,11,23.08333333,Guard,190,197,36,0.962664454,31,5.3,11.5,0.462,2.2,4.4,0.497,3.1,7.1,0.441,3.6,4.2,0.842,1.93575,4.6565,3.4,1.9,1.4,0.1,1.8,2.3,17.3,10.13,0.641,0.598,0.615,0.368,12.0730303,16.53393939,2.918787879,11.7,25.38030303,4.5,1.8,6.3,0.224,5,1,0,0.2,33.2,5.8,10.8,0.537037,2.4,4.4,0.545455,3.4,6.4,0.53125,3.2,4,0.8,1,3.4,4.4,2.2,1,0,1.4,1.4,18.2,0.9,1,0.3,-0.4,-0.1,0.81,1,0.09,0.16,0.01
2.245674327,Corey Maggette,1999,13,19.58333333,Forward,198,218,39,0.962664454,17.7,3.5,6.7,0.525,2.8,4.5,0.61,0.7,2.2,0.345,2.8,4,0.716,1.93575,4.6565,3.9,1.5,0.7,0.4,2.1,2.5,10.6,10.13,0.619,0.58,0.322,0.594,12.0730303,16.53393939,2.918787879,19.3,25.38030303,2.7,1.8,4.5,0.263,6,1,0,0.027777833,16,3.166667,6.166667,0.513514,3,4.833333,0.62069,0.166667,1.333333,0.125,2,3,0.666667,1,3,4,1.5,0.333333,0.166667,1.333333,1.666667,8.5,-2.1,0.1,0,-0.366667,-0.233333,4.41,0.01,0,0.134444689,0.054444289
2.059013719,Metta World Peace,1999,16,19.58333333,Guard,198,244,37,0.962664454,34.2,5.3,11.3,0.469,3.7,7.1,0.525,1.6,4.2,0.374,2.3,3.6,0.644,1.93575,4.6565,6.3,4.2,2.1,1.2,2.8,2.3,14.5,9.09,0.556,0.538,0.371,0.316,12.0730303,16.53393939,2.918787879,17.9,25.38030303,2.7,5.1,7.8,0.246,4,0,0,0.25,35,4.5,10.25,0.439024,3,5.5,0.545455,1.5,4.75,0.315789,1.25,2.25,0.555556,1.25,5.75,7,2.5,2.75,2.5,3,1.75,11.75,-2.75,0.7,-1.7,0.65,1.3,7.5625,0.49,2.89,0.4225,1.69
-0.237671652,Cal Bowdler,1999,17,22.25,Forward,208,245,34,0.962664454,30,5.3,10.7,0.492,5,9.7,0.517,0.3,1,0.257,3.9,5.4,0.731,1.93575,4.6565,10,1.3,0.5,2.9,2.2,1,14.7,-1.68,0.555,0.504,0.096,0.5,12.0730303,16.53393939,2.918787879,14.1,25.38030303,2.5,3,5.5,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.410986974,James Posey,1999,18,22.41666667,Forward,203,215,36,0.962664454,35.2,5.3,10.9,0.488,4,7.2,0.55,1.3,3.6,0.366,5,6.1,0.814,1.93575,4.6565,8.9,2.3,2.8,0.9,3.3,3.4,16.9,3.89,0.615,0.55,0.335,0.563,12.0730303,16.53393939,2.918787879,19.2,25.38030303,4.3,3.6,7.8,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.807888851,Quincy Lewis,1999,19,22,Forward,201,215,27,0.962664454,33.8,8.4,18.3,0.457,6.4,13.4,0.478,2,4.9,0.398,4.4,5.5,0.811,1.93575,4.6565,5.9,1.4,1.9,0.6,2.1,2.9,23.1,9.93,0.553,0.51,0.269,0.299,12.0730303,16.53393939,2.918787879,9,25.38030303,3.1,1.5,4.6,0.203,1,0,0,1,37,3,19,0.157895,3,14,0.214286,0,5,0,2,4,0.5,0,6,6,2,3,2,2,4,8,-15.1,0.1,0.6,1.1,1.4,228.01,0.01,0.36,1.21,1.96
0.74381528,Dion Glover,1999,20,20.66666667,Guard,196,228,33,0.962664454,32.29282116,6.7,15.2,0.441,5.4,10.2,0.525,1.4,5,0.271,3.6,5.6,0.64,1.93575,4.6565,5,2.6,2.1,0.2,2.44157161,2.410366625,18.4,8.7,0.514,0.486,0.33,0.37,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,1.7,1.7,3.4,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.108706102,Jeff Foster,1999,21,22.41666667,Center,211,236,28,0.962664454,28.1,5.1,10.2,0.498,5.1,10.2,0.498,0,0,0,4,5.8,0.693,1.93575,4.6565,11.3,1.5,1.1,1,2,1,14.2,-8.23,0.548,0.498,0,0.572,12.0730303,16.53393939,2.918787879,13.6,25.38030303,1.9,4,5.9,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.797403887,Kenny Thomas,1999,22,21.91666667,Forward,201,261,26,0.962664454,34.7,6.2,11.4,0.545,5.2,8.6,0.603,1,2.8,0.37,4.3,5.9,0.734,1.93575,4.6565,10,2,1.6,2.4,2.6,2.5,17.8,0.74,0.627,0.591,0.246,0.519,12.0730303,16.53393939,2.918787879,15.5,25.38030303,3.5,2.7,6.1,0.272,2,0,0,0.5,34.5,2.5,10,0.25,2,5.5,0.363636,0.5,4.5,0.111111,5,6.5,0.769231,1.5,9,10.5,1,1,3,2.5,4.5,10.5,-7.3,0.5,-1,-0.6,0.6,53.29,0.25,1,0.36,0.36
-0.63670587,Vonteego Cummings,1999,26,23.33333333,Guard,190,185,26,0.962664454,35.5,5.9,14.3,0.411,4.3,9.5,0.452,1.6,4.8,0.331,2.8,4,0.699,1.93575,4.6565,4.1,4.3,2.7,0.4,3.2,2.9,16.1,7.22,0.498,0.466,0.333,0.277,12.0730303,16.53393939,2.918787879,16.6,25.38030303,1,1.3,2.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0557837,Jumaine Jones,1999,27,20.33333333,Forward,203,218,30,0.962664454,34.4,6.6,14.8,0.445,5,10.2,0.489,1.6,4.6,0.348,4.1,5.6,0.726,1.93575,4.6565,9.5,1.2,1.1,0.7,2.5,2.4,18.8,7.19,0.539,0.499,0.312,0.379,12.0730303,16.53393939,2.918787879,12.7,25.38030303,2.3,1.6,4,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.04808148,Scott Padgett,1999,28,23.16666667,Forward,206,240,37,0.962664454,29.1,4.2,9.1,0.466,2.6,4.7,0.543,1.6,4.3,0.381,2.5,3.7,0.681,1.93575,4.6565,5.9,2.6,1.3,0.6,1.8,2.3,12.6,9.93,0.583,0.557,0.478,0.412,12.0730303,16.53393939,2.918787879,14.1,25.38030303,2.9,2.9,5.8,0.217,4,0,0,0.25,29.25,4.5,9,0.5,1.75,3.25,0.538462,2.75,5.75,0.478261,5.25,7,0.75,0.75,3.75,4.5,2,1.25,1,1.25,3.25,17,4.4,-1.4,-0.6,-0.05,0.4,19.36,1.96,0.36,0.0025,0.16
0.312374685,Michael Ruffin,1999,32,22.41666667,Forward,206,246,33,0.962664454,32.2,3.5,6.7,0.527,3.5,6.6,0.537,0,0.1,0,4.5,7.5,0.603,1.93575,4.6565,10.4,1.4,1.8,2.6,2.7,3,11.6,4.45,0.564,0.527,0.018,1.113,12.0730303,16.53393939,2.918787879,20.6,25.38030303,2.1,3.9,6.1,0.228,2,0,0,0.5,35,2,6.5,0.307692,2,6.5,0.307692,0,0,0,1.5,2.5,0.6,2.5,7.5,10,3,0,3.5,4.5,3.5,5.5,-6.1,-0.4,1.6,-1.8,0.9,37.21,0.16,2.56,3.24,0.81
-0.534923175,Chris Herren,1999,33,23.75,Guard,188,197,25,0.962664454,27.4,3.6,8.9,0.408,1.9,4.3,0.435,1.8,4.6,0.383,2.3,3.4,0.682,1.93575,4.6565,1.6,7.2,1,0,2.8,1,11.4,3.66,0.539,0.507,0.516,0.381,12.0730303,16.53393939,2.918787879,20.8,25.38030303,1.2,0.6,1.9,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.802397181,Evan Eschmeyer,1999,34,24.08333333,Center,211,255,29,1,32.3,6.2,10.6,0.584,6.2,10.6,0.584,0,0,0,7.2,9.4,0.762,1.93575,4.6565,10.1,2.6,0.8,1.7,3.2,3.4,19.6,9.1,0.649,0.584,0,0.886,12.0730303,16.53393939,2.918787879,17.7,25.38030303,5.6,2.5,8.2,0.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.868320744,Calvin Booth,1999,35,23.08333333,Center,211,230,27,0.962664454,34.9,5.8,11.3,0.513,5.8,11.1,0.523,0,0.2,0,3.7,4.8,0.775,1.93575,4.6565,8.7,0.9,0.6,3.5,2.3,2.2,15.3,8.61,0.564,0.513,0.02,0.422,12.0730303,16.53393939,2.918787879,14.4,25.38030303,2.2,1.8,4,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.11309109,Obinna Ekezie,1999,37,23.83333333,Center,206,270,24,0.962664454,25.6,4.3,8.9,0.488,4.3,8.8,0.493,0,0.1,0,4,5.8,0.693,1.93575,4.6565,5.9,0.9,0.7,1.5,2.44157161,2.410366625,12.7,9.1,0.546,0.488,0.009,0.657,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,1.3,1.9,3.1,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.092533243,Lee Nailon,1999,43,24.33333333,Forward,206,238,31,0.962664454,31.9,8.6,16.9,0.508,8.5,16.4,0.515,0.1,0.5,0,5.5,7.7,0.715,1.93575,4.6565,9.3,2.5,1.2,0.9,3.2,3.6,22.8,4.9,0.554,0.511,0.029,0.456,12.0730303,16.53393939,2.918787879,13.6,25.38030303,2.9,1.2,4.1,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.490604602,Todd MacCulloch,1999,47,23.41666667,Center,213,280,29,0.962664454,31.2,7.2,10.9,0.662,7.2,10.9,0.662,0,0,0,4.2,7.1,0.595,1.93575,4.6565,11.9,0.8,1,1.6,1.4,2.6,18.7,10.02,0.654,0.662,0,0.647,12.0730303,16.53393939,2.918787879,9.2,25.38030303,4.4,1.8,6.1,0.271,1,0,0,1,37,4,6,0.666667,4,6,0.666667,0,0,0,3,6,0.5,1,8,9,0,1,2,1,0,11,-7.7,-2.9,-0.8,0,0.4,59.29,8.41,0.64,0,0.16
-0.546757633,Rodney Buford,1999,53,21.58333333,Forward,196,189,31,0.962664454,32.6,6.6,14.2,0.469,4.9,10.1,0.481,1.8,4,0.44,3.5,4.3,0.82,1.93575,4.6565,7.2,2.2,1.9,0.3,2.3,1.8,18.6,4.86,0.574,0.532,0.285,0.303,12.0730303,16.53393939,2.918787879,12.5,25.38030303,3.2,1.7,4.8,0.191,2,0,0,0.5,35,5.5,19,0.289474,4.5,13,0.346154,1,6,0.166667,1,1,1,2,5,7,1.5,3,0.5,1.5,3,13,-5.6,-0.2,-0.7,1.1,0.2,31.36,0.04,0.49,1.21,0.04
-1.998509211,Michael Olowokandi,1998,1,23.16666667,Center,213,269,33,0.962664454,32.29282116,9.4,15.4,0.609,9.4,15.4,0.609,0,0,0,3.5,7.1,0.485,1.93575,4.6565,11.2,0.8,0.3,2.9,2.44157161,2.410366625,22.2,-0.56,0.591,0.609,0,0.462,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,4.6,3.5,8.1,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.179557916,Mike Bibby,1998,2,20.08333333,Guard,185,190,35,1,32,6,12.9,0.464,3.8,7.2,0.526,2.2,5.7,0.387,3.1,4.1,0.755,1.93575,4.6565,3,5.7,2.4,0.2,2.2,1.6,17.2,8.38,0.582,0.55,0.442,0.318,12.0730303,16.53393939,2.918787879,13.1,25.38030303,3.2,2.2,5.3,0.19,4,0,0,0.25,34,6,13.5,0.444444,3.5,7.25,0.482759,2.5,6.25,0.4,3.25,4.5,0.722222,1,3,4,3.75,2.25,0.25,3,1.25,17.75,0.55,1,-1.95,-0.15,0.05,0.3025,1,3.8025,0.0225,0.0025
1.935057824,Raef LaFrentz,1998,3,22.08333333,Forward,211,240,30,1,30.2,7.7,14.1,0.548,7.5,13.5,0.552,0.3,0.6,0,4,5.5,0.738,1.93575,4.6565,11.4,1,0.9,1.5,2.5,2.4,19.8,6.54,0.592,0.558,0.04,0.388,12.0730303,16.53393939,2.918787879,13.2,25.38030303,3.4,3.6,7,0.309,2,0,0,0.5,27,10,14,0.714286,10,14,0.714286,0,0,0,1,3,0.333333,3.5,11,14.5,0,1,0.5,3,3,21,1.2,3.1,-1,0.1,-1,1.44,9.61,1,0.01,1
1.974081026,Antawn Jamison,1998,4,22,Forward,206,222,37,0.962664454,32.29282116,8.5,14.8,0.579,8.4,14.4,0.584,0.2,0.4,0,5,7.5,0.667,1.93575,4.6565,10.5,0.8,0.8,0.8,2.44157161,2.410366625,22.2,10.38,0.607,0.584,0.027,0.505,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,5.3,3,8.3,0.214559223,5,1,0,0.16,33.4,7.4,17.2,0.430233,7.4,16.8,0.440476,0,0.4,0,3.2,6.2,0.516129,5.6,7,12.6,0.8,0.6,0.6,1.2,2.2,18,-4.2,2.1,0,-0.2,-0.2,17.64,4.41,0,0.04,0.04
2.407147537,Vince Carter,1998,5,21.41666667,Forward,201,215,38,0.962664454,32.29282116,5.9,10,0.591,4.7,7.2,0.662,1.2,2.8,0.411,2.6,3.9,0.68,1.93575,4.6565,5.1,1.9,1.2,0.9,2.44157161,2.410366625,15.6,10.38,0.659,0.649,0.282,0.388,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,4.8,2.6,7.4,0.214559223,5,1,0,0.2,33.2,7.2,12.2,0.590164,6,9.4,0.638298,1.2,2.8,0.428571,2.6,3.8,0.684211,2.2,3.6,5.8,1.4,0.8,1.4,0.8,1.8,18.2,2.6,0.7,-0.5,-0.4,0.5,6.76,0.49,0.25,0.16,0.25
0.91170311,Robert Traylor,1998,6,21.33333333,Center,203,284,34,0.962664454,32.29282116,6.6,11.4,0.579,6.6,11.4,0.58,0,0,0,3.1,4.8,0.642,1.93575,4.6565,10.1,2.6,1.3,1.4,2.44157161,2.410366625,16.2,9.64,0.595,0.579,0.003,0.419,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,3.4,2.7,6.1,0.214559223,2,0,0,0.5,30,6,8.5,0.705882,6,8.5,0.705882,0,0,0,4.5,7.5,0.6,5.5,5,10.5,3,2,1.5,4.5,3.5,16.5,0.3,0.4,0.4,0.7,0.1,0.09,0.16,0.16,0.49,0.01
0.824096768,Jason Williams,1998,7,22.58333333,Guard,185,190,20,0.962664454,32.29282116,5.6,12.7,0.441,2.9,6,0.483,2.7,6.7,0.403,3.2,3.8,0.84,1.93575,4.6565,3,6.7,2.7,0.2,2.44157161,2.410366625,17.1,6.42,0.589,0.547,0.528,0.295,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,2.1,0.7,2.8,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88626766,Larry Hughes,1998,8,19.41666667,Guard,196,184,32,0.962664454,32.29282116,7,16.9,0.415,5.7,12.3,0.461,1.3,4.5,0.29,5.6,8.1,0.692,1.93575,4.6565,5.1,2.4,2.2,0.4,2.44157161,2.410366625,20.9,5.51,0.505,0.454,0.269,0.481,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,1.8,2.5,4.3,0.214559223,2,0,0,0.5,30,5,17,0.294118,4.5,13.5,0.333333,0.5,3.5,0.142857,4,6,0.666667,1.5,3,4.5,1.5,2.5,0.5,3,1,14.5,-6.4,-0.6,-0.9,0.3,0.1,40.96,0.36,0.81,0.09,0.01
2.326447486,Paul Pierce,1998,10,20.66666667,Forward,198,230,38,1,30.4,7.6,14.7,0.513,6.5,11.6,0.56,1.1,3.1,0.339,4.3,5.8,0.738,1.93575,4.6565,6.7,2.6,1.1,1.1,2.9,2.3,20.4,6.54,0.585,0.549,0.211,0.395,12.0730303,16.53393939,2.918787879,14.2,25.38030303,4.3,3.5,7.9,0.272,2,0,0,0.5,29,9.5,15.5,0.612903,8,9.5,0.842105,1.5,6,0.25,3.5,6,0.583333,2.5,2.5,5,4,1,0.5,1.5,2.5,24,3.6,-1.7,1.4,-0.1,-0.6,12.96,2.89,1.96,0.01,0.36
1.761392305,Bonzi Wells,1998,11,21.75,Forward,196,210,29,0.962664454,32.29282116,8.2,16.8,0.49,6.4,11.9,0.538,1.8,4.9,0.373,4.6,6.7,0.689,1.93575,4.6565,6.3,3.3,3.6,0.7,2.44157161,2.410366625,22.8,0.68,0.573,0.544,0.292,0.397,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,3.5,3.5,7.1,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.002118645,Michael Doleac,1998,12,21,Center,211,262,32,0.962664454,32.29282116,5.2,10.6,0.488,4.8,9.6,0.497,0.4,1,0.406,5.4,6.7,0.805,1.93575,4.6565,7.1,0.5,0.4,1,2.44157161,2.410366625,16.1,4.87,0.586,0.507,0.095,0.636,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,3.4,2.6,6,0.214559223,6,1,0,0.166666667,31.166667,5.666667,10.833333,0.523077,5.333333,10.166667,0.52459,0.333333,0.666667,0.499999,7.5,9,0.833333,1.333333,6.166667,7.5,1.333333,0.833333,0.666667,1.5,2.5,19.166667,3.066667,0.4,0.833333,0.433333,-0.333333,9.404446489,0.16,0.694443889,0.187777489,0.111110889
1.493874634,Keon Clark,1998,13,23.16666667,Center,211,220,10,0.962664454,32.29282116,5.7,10.4,0.548,5.3,9.6,0.552,0.4,0.8,0,3,4.5,0.667,1.93575,4.6565,3,1.9,0.2,2.6,2.44157161,2.410366625,14.8,5.31,0.59,0.567,0.077,0.433,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,1,1,2,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.330944266,Michael Dickerson,1998,14,23,Forward,196,190,35,1,28.2,6.9,13.5,0.51,5.3,9.5,0.554,1.6,4,0.404,2.6,3.4,0.758,1.93575,4.6565,4.5,1.8,1.1,0.2,2.2,2.3,18,8.38,0.594,0.57,0.298,0.254,12.0730303,16.53393939,2.918787879,12.5,25.38030303,3.4,1.6,5,0.203,4,0,0,0.25,26.5,5,13.5,0.37037,4.5,10.25,0.439024,0.5,3.25,0.153846,1.75,2.5,0.7,1.5,2.5,4,1.5,0.75,0.75,1.25,2.5,12.25,-5.75,-0.5,-0.3,-0.35,0.55,33.0625,0.25,0.09,0.1225,0.3025
1.8982821,Matt Harpring,1998,15,22.08333333,Forward,201,231,32,0.962664454,32.29282116,7.2,15.8,0.456,5.6,10.5,0.53,1.6,5.3,0.31,5.6,6.9,0.81,1.93575,4.6565,9.4,2.6,1.4,0.2,2.44157161,2.410366625,21.6,8.7,0.567,0.508,0.333,0.438,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,3.5,1.9,5.4,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.853376906,Bryce Drew,1998,16,23.75,Guard,188,185,31,0.962664454,32.29282116,6.7,14.9,0.45,3.7,7.9,0.465,3,7,0.433,3.3,4.2,0.792,1.93575,4.6565,4.2,5,1.7,0.1,2.44157161,2.410366625,19.8,-2.66,0.585,0.552,0.47,0.281,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,3.8,1.3,5.1,0.214559223,3,0,0,0.333333333,38,6.666667,16.333333,0.408163,3.333333,6.666667,0.5,3.333333,9.666667,0.344828,4,5.333333,0.75,0.333333,3.333333,3.666667,5,2.666667,0,2.666667,3.333333,20.666667,0.866667,-0.533333,0,0.966667,-0.1,0.751111689,0.284444089,0,0.934445089,0.01
1.46438775,Pat Garrity,1998,19,21.83333333,Forward,206,238,27,0.962664454,32.29282116,7.9,16.5,0.481,6.4,12.5,0.516,1.5,4,0.37,5.9,7.9,0.75,1.93575,4.6565,8.3,2.4,0.6,0.6,2.44157161,2.410366625,23.2,6.28,0.574,0.526,0.243,0.476,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,3.5,1,4.5,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.540325488,Ricky Davis,1998,21,18.75,Forward,198,195,31,0.962664454,32.29282116,5.6,12,0.466,4.7,9,0.518,0.9,2.9,0.308,2.9,4.2,0.698,1.93575,4.6565,4.8,2.4,1.2,0.3,2.44157161,2.410366625,15,6.04,0.537,0.504,0.245,0.348,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,1.8,1.5,3.3,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.048771849,Brian Skinner,1998,22,22.08333333,Center,206,255,28,0.962664454,32.29282116,6.9,12.4,0.553,6.9,12.4,0.553,0,0,0,4.4,7.4,0.591,1.93575,4.6565,9.5,0.5,1.4,3.5,2.44157161,2.410366625,18.1,4.89,0.569,0.553,0,0.599,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,2.6,2.8,5.4,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.058165599,Tyronn Lue,1998,23,21.08333333,Guard,183,175,32,0.962664454,32.29282116,7.5,17.1,0.439,5.1,10.6,0.479,2.4,6.5,0.373,3.8,4.5,0.828,1.93575,4.6565,4.3,4.8,2,0.1,2.44157161,2.410366625,21.2,5.63,0.55,0.51,0.382,0.265,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,3.2,1.7,4.9,0.214559223,1,0,0,1,37,6,14,0.428571,4,8,0.5,2,6,0.333333,4,4,1,0,1,1,6,3,0,3,3,18,-3.2,-3.3,1.2,1,-0.1,10.24,10.89,1.44,1,0.01
0.232331977,Felipe Lopez,1998,24,23.5,Guard,196,199,32,0.962664454,32.29282116,6.4,14.9,0.431,4.6,9.4,0.487,1.9,5.6,0.337,2.8,4.9,0.573,1.93575,4.6565,4.8,2.7,1.2,0.8,2.44157161,2.410366625,17.6,6.76,0.509,0.494,0.372,0.328,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,1.5,2.2,3.7,0.214559223,1,0,0,1,36,4,16,0.25,1,6,0.166667,3,10,0.3,0,1,0,1,3,4,4,1,2,2,4,11,-6.6,-0.8,1.3,-0.2,1.2,43.56,0.64,1.69,0.04,1.44
0.312374685,Sam Jacobson,1998,26,22.91666667,Forward,193,215,32,0.962664454,32.29282116,6.7,15.8,0.426,5.2,11.2,0.468,1.5,4.6,0.324,3.3,4.5,0.727,1.93575,4.6565,5.2,1.8,1.3,0.2,2.44157161,2.410366625,18.2,8.3,0.508,0.473,0.293,0.283,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,1.5,1.3,2.9,0.214559223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.124995519,Nazr Mohammed,1998,29,20.75,Center,208,221,39,0.962664454,32.29282116,4.9,8.2,0.597,4.9,8.2,0.597,0,0,0,2.3,3.5,0.652,1.93575,4.6565,7.2,0.7,0.9,1.9,2.44157161,2.410366625,12,9.85,0.612,0.597,0,0.425,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,3.1,3.4,6.5,0.214559223,6,1,1,0.166666667,19.666667,5.333333,10,0.533333,5.333333,10,0.533333,0,0,0,2.666667,4.166667,0.64,1.833333,3.666667,5.5,0.666667,0.5,2.5,1.166667,3,13.333333,1.333333,-1.7,-0.033333,-0.4,0.6,1.777776889,2.89,0.001111089,0.16,0.36
-0.498555531,Ansu Sesay,1998,30,21.91666667,Forward,206,225,29,0.962664454,32.29282116,6.2,13.7,0.456,5.5,11.6,0.475,0.7,2.1,0.35,5.4,7.4,0.727,1.93575,4.6565,7.6,2.8,1.2,0.9,2.44157161,2.410366625,18.6,7.07,0.54,0.482,0.151,0.544,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,2.2,2.9,5.1,0.214559223,1,0,0,1,31,4,13,0.307692,4,12,0.333333,0,1,0,3,6,0.5,3,2,5,3,4,1,3,2,11,-7.6,-2.6,0.2,2.8,0.1,57.76,6.76,0.04,7.84,0.01
1.839180333,Ruben Patterson,1998,31,22.91666667,Forward,196,224,19,0.962664454,32.29282116,5.7,12.2,0.472,4.8,8.6,0.555,0.9,3.5,0.269,4.1,6.7,0.602,1.93575,4.6565,6.3,2.2,1.2,0.6,2.44157161,2.410366625,16.5,4.97,0.536,0.511,0.29,0.554,12.0730303,16.53393939,2.918787879,14.36375158,25.38030303,1.3,1.7,3,0.214559223,2,0,0,0.5,28.5,6,13,0.461538,5.5,11,0.5,0.5,2,0.25,5.5,7.5,0.733333,3.5,3.5,7,1.5,1,1,3,2,18,1.5,0.7,-0.7,-0.2,0.4,2.25,0.49,0.49,0.04,0.16
