,avg_improvement,pct_improvement,pct_worse
0,-0.8539621583408331,0.15416666666666667,0.2858333333333334
1,0.37829368139333347,0.34333333333333327,0.37666666666666676
2,0.03908664862000001,0.41,0.4716666666666666
3,0.26932636036749985,0.36916666666666664,0.4091666666666666
4,0.32959499728499986,0.3716666666666667,0.4975
5,-1.0729357055908335,0.3525,0.6041666666666666
6,-0.10073444985333335,0.38416666666666677,0.5133333333333333
7,-0.7329162244033334,0.2608333333333333,0.6208333333333332
8,0.3248922581991668,0.4725,0.3325
9,-0.4120297811708334,0.3183333333333333,0.5058333333333334
