,avg_improvement,pct_improvement
0,1.700862176004167,0.28583333333333333
1,0.45662906280416665,0.5033333333333334
2,-0.14138645627666657,0.36250000000000004
3,-0.7900472800841665,0.34416666666666673
4,-2.82773382426,0.2008333333333333
5,0.18851059541083331,0.5466666666666666
6,-0.00988798310583337,0.4408333333333333
7,0.4864635865566667,0.5908333333333333
8,-0.2532326876675002,0.45083333333333336
9,0.7678489210033331,0.5008333333333334
10,0.4273718411233334,0.5275
11,0.5284508497125,0.46666666666666673
12,0.3436879042225,0.5158333333333333
13,-0.8422718336483332,0.3425
14,1.9779222089716668,0.6516666666666667
15,-0.27475601118000004,0.43416666666666665
16,-1.0813647629408334,0.38
17,-0.5428672685058333,0.34333333333333327
18,-0.5646838568341668,0.2966666666666667
19,-1.3279219263875002,0.32583333333333336
20,-0.03322975864666662,0.4133333333333333
21,0.44946733007999995,0.5391666666666667
22,0.2512919363366667,0.5091666666666667
23,0.2726762649958333,0.5391666666666667
24,0.9311321157758333,0.5150000000000001
25,-0.5667577129174999,0.3775
26,0.3501562124249999,0.43833333333333335
