,avg_improvement,pct_improvement
0,1.3859468249175,0.29583333333333334
1,0.6657527428175,0.45833333333333326
2,-1.8418917042908334,0.18916666666666668
3,-1.4441692798283332,0.3108333333333333
4,-2.8227064614799997,0.26916666666666667
5,-0.1849627009833333,0.46916666666666673
6,-0.1782669078925,0.44500000000000006
7,0.4380711737500001,0.5524999999999999
8,-0.052092420582500194,0.5008333333333332
9,1.4067642354083336,0.5933333333333333
10,1.0818100438375,0.5358333333333334
11,0.6703300426275001,0.4691666666666666
12,0.8072891171208333,0.5208333333333333
13,-1.1169554886224997,0.3508333333333333
14,0.8340362024783333,0.5283333333333333
15,0.15362714505666658,0.4525
16,-1.2493002390966668,0.36
17,-0.22142622959416658,0.43083333333333335
18,0.3542428654874999,0.4783333333333333
19,-0.6941215869966665,0.445
20,0.6489121941966665,0.41166666666666674
21,0.5077358620699998,0.5033333333333333
22,0.17732136668833337,0.46166666666666667
23,-0.20553694990333335,0.4233333333333333
24,0.30391855757999997,0.4225
25,-0.7312257988475,0.32833333333333337
26,0.07346449613583339,0.41833333333333345
