,avg_improvement,pct_improvement,pct_worse
0,1.5313126075591663,0.23166666666666663,0.23916666666666664
1,0.7752154296358331,0.4175,0.4333333333333334
2,-1.6046950769716666,0.2275,0.6
3,-0.735467359785,0.3525,0.4241666666666667
4,-2.7737481506516675,0.25083333333333335,0.6983333333333333
5,-0.05665563980333346,0.5275,0.45416666666666666
6,0.19663432403583325,0.48333333333333334,0.42249999999999993
7,0.8176058330441667,0.5833333333333333,0.3008333333333333
8,0.13160096238666658,0.4716666666666666,0.39833333333333326
9,1.2891307390791666,0.5175,0.2991666666666667
10,0.91244139194,0.5708333333333333,0.24416666666666664
11,0.8917167454541667,0.5075,0.3416666666666666
12,0.4449751377200002,0.3925,0.3575
13,-0.41838301346999995,0.3425,0.5058333333333335
14,1.0522580989583334,0.45,0.295
15,-0.4893015307866667,0.32249999999999995,0.46916666666666657
16,-1.7012358598450004,0.29833333333333334,0.5591666666666666
17,-0.83125750083,0.28833333333333333,0.4641666666666666
18,-0.6394635487141667,0.2758333333333333,0.4525
19,-0.7202280966291665,0.3158333333333333,0.3783333333333333
20,-0.12502305269416675,0.29083333333333333,0.3866666666666667
21,0.44836967930833316,0.35833333333333334,0.23916666666666664
22,-0.07816990566833319,0.385,0.26499999999999996
23,0.32410959698749997,0.3291666666666667,0.24666666666666667
24,0.9339292318774999,0.3825,0.16166666666666668
25,-0.19122902629250002,0.29083333333333333,0.3441666666666666
26,0.011236357069166664,0.21666666666666665,0.3725
