Peak WSPG,Draft Year,Name,Pick,Draft Age,Year,Position,Height (cm),Weight (lbs),Height/Weight Ratio,Games,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Strength of Schedule,True Shooting Percentage,Effective Field Goal Percentage,3 Point Attempt Rate,Free Throw Attempt Rate,Offensive Win Shares,Defensive Win Shares,Win Shares
3.784615385,1998,Michael Dickerson,14,23,1998,Forward,196,190,1.031578947,35,6.9,13.5,0.51,5.3,9.5,0.554,1.6,4,0.404,2.6,3.4,0.758,4.5,1.8,1.1,0.2,18,8.38,0.594,0.57,0.298,0.254,3.4,1.6,5
6.674418605,1998,Matt Harpring,15,22.08333333,1998,Forward,201,231,0.87012987,32,7.2,15.8,0.456,5.6,10.5,0.53,1.6,5.3,0.31,5.6,6.9,0.81,9.4,2.6,1.4,0.2,21.6,8.7,0.567,0.508,0.333,0.438,3.5,1.9,5.4
0,1998,Bryce Drew,16,23.75,1998,Guard,188,185,1.016216216,31,6.7,14.9,0.45,3.7,7.9,0.465,3,7,0.433,3.3,4.2,0.792,4.2,5,1.7,0.1,19.8,-2.66,0.585,0.552,0.47,0.281,3.8,1.3,5.1
4.324894515,1998,Pat Garrity,19,21.83333333,1998,Forward,206,238,0.865546218,27,7.9,16.5,0.481,6.4,12.5,0.516,1.5,4,0.37,5.9,7.9,0.75,8.3,2.4,0.6,0.6,23.2,6.28,0.574,0.526,0.243,0.476,3.5,1,4.5
0,1998,Roshown McLeod,20,22.58333333,1998,Forward,203,221,0.918552036,36,5.4,11,0.494,4.2,8.1,0.524,1.2,3,0.411,3.1,4.4,0.706,5.6,1.4,1.2,0.7,15.3,9.33,0.58,0.549,0.27,0.403,3,3.4,6.4
4.666108787,1998,Ricky Davis,21,18.75,1998,Forward,198,195,1.015384615,31,5.6,12,0.466,4.7,9,0.518,0.9,2.9,0.308,2.9,4.2,0.698,4.8,2.4,1.2,0.3,15,6.04,0.537,0.504,0.245,0.348,1.8,1.5,3.3
2.854143646,1998,Brian Skinner,22,22.08333333,1998,Center,206,255,0.807843137,28,6.9,12.4,0.553,6.9,12.4,0.553,0,0,0,4.4,7.4,0.591,9.5,0.5,1.4,3.5,18.1,4.89,0.569,0.553,0,0.599,2.6,2.8,5.4
2.881081081,1998,Tyronn Lue,23,21.08333333,1998,Guard,183,175,1.045714286,32,7.5,17.1,0.439,5.1,10.6,0.479,2.4,6.5,0.373,3.8,4.5,0.828,4.3,4.8,2,0.1,21.2,5.63,0.55,0.51,0.382,0.265,3.2,1.7,4.9
0,1998,Felipe Lopez,24,23.5,1998,Guard,196,199,0.984924623,32,6.4,14.9,0.431,4.6,9.4,0.487,1.9,5.6,0.337,2.8,4.9,0.573,4.8,2.7,1.2,0.8,17.6,6.76,0.509,0.494,0.372,0.328,1.5,2.2,3.7
0,1998,Sam Jacobson,26,22.91666667,1998,Forward,193,215,0.897674419,32,6.7,15.8,0.426,5.2,11.2,0.468,1.5,4.6,0.324,3.3,4.5,0.727,5.2,1.8,1.3,0.2,18.2,8.3,0.508,0.473,0.293,0.283,1.5,1.3,2.9
0,1998,Corey Benjamin,28,20.33333333,1998,Guard,198,200,0.99,25,7.4,13.7,0.539,6.2,9.8,0.639,1.2,4,0.293,3.9,5.4,0.713,5,2.2,1.9,0.7,19.8,6.25,0.608,0.582,0.289,0.397,3.4,1.3,4.7
3.080203046,1998,Nazr Mohammed,29,20.75,1998,Center,208,221,0.941176471,39,4.9,8.2,0.597,4.9,8.2,0.597,0,0,0,2.3,3.5,0.652,7.2,0.7,0.9,1.9,12,9.85,0.612,0.597,0,0.425,3.1,3.4,6.5
0,1998,Ansu Sesay,30,21.91666667,1998,Forward,206,225,0.915555556,29,6.2,13.7,0.456,5.5,11.6,0.475,0.7,2.1,0.35,5.4,7.4,0.727,7.6,2.8,1.2,0.9,18.6,7.07,0.54,0.482,0.151,0.544,2.2,2.9,5.1
6.29137931,1998,Ruben Patterson,31,22.91666667,1998,Forward,196,224,0.875,19,5.7,12.2,0.472,4.8,8.6,0.555,0.9,3.5,0.269,4.1,6.7,0.602,6.3,2.2,1.2,0.6,16.5,4.97,0.536,0.511,0.29,0.554,1.3,1.7,3
0,1998,Jelani McCoy,33,20.5,1998,Center,208,245,0.848979592,15,3.8,6.3,0.6,3.8,6.3,0.6,0,0,0,2.3,4.5,0.522,7.1,0.9,0.5,1.7,9.9,11.01,0.587,0.6,0,0.705,0.8,0.6,1.4
2.17654321,1998,Shammond Williams,34,23.16666667,1998,Guard,185,201,0.92039801,38,5.5,11.3,0.488,3.2,5.6,0.577,2.3,5.7,0.4,3.5,3.8,0.911,3.2,4.2,1,0.1,16.8,10.38,0.64,0.589,0.502,0.341,4.9,1.6,6.6
0,1998,Jerome James,36,22.58333333,1998,Center,213,300,0.71,27,7.7,15.4,0.5,7.7,15.4,0.5,0,0,0,4.4,8,0.553,10.4,1.1,0.6,4.6,19.9,-11.83,0.516,0.5,0,0.522,1.6,2.8,4.4
0,1998,Casey Shaw,37,22.91666667,1998,Center,211,260,0.811538462,27,5.1,9.7,0.529,5.1,9.6,0.531,0,0,0,4,6.5,0.611,10,1.2,0.6,1.5,14.2,0.21,0.556,0.529,0.004,0.67,1.9,3.5,5.4
0,1998,DeMarco Johnson,38,22.66666667,1998,Forward,206,245,0.840816327,31,7.7,15.3,0.501,7.1,13.7,0.518,0.6,1.6,0.36,5.1,6.6,0.779,9,1.4,1.4,0.6,21.1,6.73,0.571,0.52,0.105,0.429,3.5,2.8,6.3
0,1998,Rafer Alston,39,21.91666667,1998,Guard,188,171,1.099415205,33,3.8,9.4,0.401,1.8,3.4,0.513,2,5.9,0.337,1.5,2,0.758,2.2,7.3,2.1,0.4,11,5.48,0.535,0.508,0.634,0.214,1.4,1.7,3.1
6.693162393,1998,Cuttino Mobley,41,22.75,1998,Guard,193,190,1.015789474,34,5.7,11.8,0.48,3.6,6.9,0.525,2,4.9,0.416,3.9,4.5,0.856,4.3,2.6,1.6,0.5,17.2,6.43,0.617,0.566,0.413,0.381,4,1.7,5.7
0,1998,Miles Simon,42,22.58333333,1998,Guard,190,202,0.940594059,35,5.7,12,0.476,4.1,7.6,0.54,1.6,4.4,0.368,4.1,5.3,0.778,3.5,3.5,1.3,0.1,17.2,8.38,0.592,0.544,0.369,0.44,3.3,1.5,4.7
3.174193548,1998,Jahidi White,43,22.33333333,1998,Center,206,290,0.710344828,12,4.3,6.8,0.634,4.3,6.8,0.634,0,0,0,1.8,4.2,0.44,9.1,0.2,1,2.2,10.5,5.99,0.596,0.634,0,0.61,0.8,2,2.8
0,1998,Sean Marks,44,22.83333333,1998,Forward,208,250,0.832,26,3.7,7.7,0.478,3.6,7.3,0.495,0.1,0.4,0,2.4,3.5,0.689,7.6,0.7,1,0.9,9.8,7.99,0.525,0.483,0.055,0.448,0.9,1.8,2.7
0,1998,Toby Bailey,45,22.58333333,1998,Forward,198,213,0.929577465,33,6.2,14.1,0.443,4.8,9.7,0.497,1.4,4.4,0.324,4,5.4,0.737,5.9,4.1,1.2,0.7,17.9,11.01,0.537,0.494,0.312,0.385,2.1,1,3.1
0,1998,Andrae Patterson,46,22.58333333,1998,Center,206,238,0.865546218,32,4.8,9.6,0.495,4.4,8.5,0.524,0.3,1.1,0.278,2.8,3.5,0.793,5.8,1.4,0.9,0.9,12.6,10.71,0.559,0.511,0.117,0.362,1.9,0.8,2.7
0,1998,Tyson Wheeler,47,22.66666667,1998,Guard,178,165,1.078787879,34,5.1,12.6,0.402,2.4,5.3,0.458,2.7,7.4,0.363,2.1,3.2,0.648,2.6,6,1.3,0.1,14.9,6.43,0.527,0.508,0.584,0.251,1.9,1.3,3.2
0,1998,Ryan Stack,48,22.91666667,1998,Forward,211,215,0.981395349,31,3.5,6.9,0.498,3,5.4,0.548,0.5,1.5,0.319,2.2,3.1,0.708,6,1,0.7,1.8,9.6,8.77,0.57,0.533,0.219,0.447,1.6,2.2,3.8
0,1998,Cory Carr,49,22.5,1998,Guard,190,210,0.904761905,27,7.7,18.3,0.423,5.3,11,0.48,2.5,7.3,0.338,5.3,6.1,0.861,4.9,2.6,1.1,0.3,23.3,5.34,0.548,0.491,0.401,0.336,2.6,0.4,3
0,1998,Derrick Dial,52,22.5,1998,Guard,193,184,1.048913043,29,7.7,15.8,0.484,4.9,9,0.548,2.7,6.8,0.399,2.9,3.7,0.785,6.7,2.3,1.3,0.9,20.9,2.67,0.595,0.57,0.431,0.233,3.5,1.6,5.1
3.88974359,1998,Greg Buckner,53,21.75,1998,Guard,193,210,0.919047619,32,6.4,11.9,0.537,5.8,10.1,0.575,0.6,1.8,0.328,2.9,4.2,0.696,4.1,2.6,1.6,0.3,16.3,10.34,0.587,0.562,0.153,0.355,3.3,1.9,5.1
2.362711864,1998,Tremaine Fowlkes,54,22.16666667,1998,Forward,203,220,0.922727273,32,5,10.3,0.491,4.8,9.1,0.533,0.2,1.2,0.162,3.7,5.8,0.636,11.2,1,1.6,0.3,13.9,5.48,0.536,0.5,0.113,0.561,1.5,2.3,3.8
2.763043478,1998,Ryan Bowen,55,22.58333333,1998,Forward,201,215,0.934883721,31,5.3,8.8,0.603,5,8.3,0.607,0.3,0.5,0,3.6,5.2,0.689,8.7,1.5,2.5,1.3,14.4,6.04,0.641,0.618,0.055,0.592,3.4,3.3,6.7
0,1998,J.R. Henderson,56,21.66666667,1998,Forward,203,226,0.898230088,33,6.9,12.9,0.536,6.8,12.5,0.545,0.1,0.4,0,5,7.9,0.638,7.8,1.5,1.2,0.4,19,11.01,0.571,0.541,0.033,0.612,2.9,0.9,3.9
0,1998,Torraye Braggs,57,22.08333333,1998,Center,203,245,0.828571429,30,4.4,8.1,0.541,4.4,8.1,0.541,0,0,0,4.2,5.7,0.731,8.2,2.4,1.4,0.4,13,4.76,0.598,0.541,0,0.701,2.4,2.3,4.7
0,1998,Maceo Baston,58,23.08333333,1998,Forward,206,215,0.958139535,30,4.3,7.2,0.597,4.3,7.2,0.597,0,0,0,4.1,6.3,0.654,7.4,1.2,0.8,1.1,12.7,9.64,0.624,0.597,0,0.87,2.7,1.7,4.5
12.56855895,1999,Elton Brand,1,20.25,1999,Center,203,275,0.738181818,39,6.5,10.5,0.62,6.5,10.5,0.62,0,0,0,4.6,6.6,0.707,9.8,1.1,1.3,2.2,17.7,10.13,0.649,0.62,0,0.623,5,5,10
8.540092166,1999,Steve Francis,2,22.33333333,1999,Guard,190,195,0.974358974,34,6,11.5,0.523,4.7,8.1,0.58,1.3,3.4,0.388,3.6,4.6,0.79,4.5,4.5,2.8,0.2,17,9.1,0.62,0.58,0.296,0.401,4.1,2.5,6.5
8.003592814,1999,Baron Davis,3,20.16666667,1999,Guard,190,209,0.909090909,27,5.6,11.6,0.481,4.3,7.8,0.548,1.3,3.8,0.343,3.5,5.8,0.599,3.6,5.1,2.5,0.4,15.9,8.84,0.555,0.537,0.327,0.503,2.1,2.1,4.2
8.163392857,1999,Lamar Odom,4,19.58333333,1999,Forward,208,220,0.945454545,32,6.3,13.2,0.482,5.3,10,0.53,1,3.1,0.33,3.9,5.7,0.687,9.4,3.8,0.8,1.5,17.6,5.58,0.556,0.521,0.238,0.432,2.9,2.9,5.8
7.845679012,1999,Wally Szczerbiak,6,22.25,1999,Forward,201,244,0.823770492,32,8.4,16.2,0.522,6.5,10.6,0.609,2,5.5,0.356,5.4,6.5,0.831,8.5,2.9,1.2,1,24.2,4.48,0.63,0.583,0.342,0.4,6.6,3.8,10.4
7.922033898,1999,Richard Hamilton,7,21.33333333,1999,Guard,198,185,1.07027027,34,7.3,16.4,0.443,5.3,10.6,0.496,2,5.8,0.347,5,6,0.833,4.8,2.7,1.2,0.3,21.5,8.8,0.56,0.504,0.352,0.366,3.8,2.5,6.4
11.77261411,1999,Shawn Marion,9,21.08333333,1999,Forward,201,220,0.913636364,29,7.6,14.4,0.529,6.9,12.1,0.573,0.7,2.3,0.299,2.8,3.8,0.73,9.3,1.2,2.5,1.9,18.7,4.52,0.577,0.553,0.16,0.266,3,3,6
7.209166667,1999,Jason Terry,10,21.75,1999,Guard,188,176,1.068181818,29,7.2,16.3,0.443,4.6,9.7,0.473,2.6,6.6,0.398,4.9,5.8,0.839,3.3,5.5,2.8,0.2,21.9,8.31,0.575,0.523,0.405,0.356,3.4,1.6,5
0,1999,Trajan Langdon,11,23.08333333,1999,Guard,190,197,0.964467005,36,5.3,11.5,0.462,2.2,4.4,0.497,3.1,7.1,0.441,3.6,4.2,0.842,3.4,1.9,1.4,0.1,17.3,10.13,0.641,0.598,0.615,0.368,4.5,1.8,6.3
9.446783626,1999,Corey Maggette,13,19.58333333,1999,Forward,198,218,0.908256881,39,3.5,6.7,0.525,2.8,4.5,0.61,0.7,2.2,0.345,2.8,4,0.716,3.9,1.5,0.7,0.4,10.6,10.13,0.619,0.58,0.322,0.594,2.7,1.8,4.5
0,1999,William Avery,14,19.83333333,1999,Guard,188,197,0.954314721,39,5.2,10.4,0.495,3.2,5.7,0.566,1.9,4.7,0.411,2.6,3.2,0.81,3.5,5,1.5,0,14.9,10.13,0.623,0.589,0.456,0.31,4,2.3,6.3
7.838235294,1999,Metta World Peace,16,19.58333333,1999,Guard,198,244,0.81147541,37,5.3,11.3,0.469,3.7,7.1,0.525,1.6,4.2,0.374,2.3,3.6,0.644,6.3,4.2,2.1,1.2,14.5,9.09,0.556,0.538,0.371,0.316,2.7,5.1,7.8
0,1999,Cal Bowdler,17,22.25,1999,Forward,208,245,0.848979592,34,5.3,10.7,0.492,5,9.7,0.517,0.3,1,0.257,3.9,5.4,0.731,10,1.3,0.5,2.9,14.7,-1.68,0.555,0.504,0.096,0.5,2.5,3,5.5
4.1,1999,James Posey,18,22.41666667,1999,Forward,203,215,0.944186047,36,5.3,10.9,0.488,4,7.2,0.55,1.3,3.6,0.366,5,6.1,0.814,8.9,2.3,2.8,0.9,16.9,3.89,0.615,0.55,0.335,0.563,4.3,3.6,7.8
0,1999,Quincy Lewis,19,22,1999,Forward,201,215,0.934883721,27,8.4,18.3,0.457,6.4,13.4,0.478,2,4.9,0.398,4.4,5.5,0.811,5.9,1.4,1.9,0.6,23.1,9.93,0.553,0.51,0.269,0.299,3.1,1.5,4.6
2.103947368,1999,Dion Glover,20,20.66666667,1999,Guard,196,228,0.859649123,33,6.7,15.2,0.441,5.4,10.2,0.525,1.4,5,0.271,3.6,5.6,0.64,5,2.6,2.1,0.2,18.4,8.7,0.514,0.486,0.33,0.37,1.7,1.7,3.4
3.030434783,1999,Jeff Foster,21,22.41666667,1999,Center,211,236,0.894067797,28,5.1,10.2,0.498,5.1,10.2,0.498,0,0,0,4,5.8,0.693,11.3,1.5,1.1,1,14.2,-8.23,0.548,0.498,0,0.572,1.9,4,5.9
6.033962264,1999,Kenny Thomas,22,21.91666667,1999,Forward,201,261,0.770114943,26,6.2,11.4,0.545,5.2,8.6,0.603,1,2.8,0.37,4.3,5.9,0.734,10,2,1.6,2.4,17.8,0.74,0.627,0.591,0.246,0.519,3.5,2.7,6.1
0,1999,Tim James,25,22.5,1999,Forward,201,212,0.948113208,30,7.2,15,0.477,6.8,13.7,0.495,0.4,1.4,0.293,3.8,5.5,0.697,8.2,0.8,1.3,2.2,18.6,9.18,0.526,0.49,0.091,0.366,2,2.8,4.8
0,1999,Vonteego Cummings,26,23.33333333,1999,Guard,190,185,1.027027027,26,5.9,14.3,0.411,4.3,9.5,0.452,1.6,4.8,0.331,2.8,4,0.699,4.1,4.3,2.7,0.4,16.1,7.22,0.498,0.466,0.333,0.277,1,1.3,2.3
2.874226804,1999,Jumaine Jones,27,20.33333333,1999,Forward,203,218,0.931192661,30,6.6,14.8,0.445,5,10.2,0.489,1.6,4.6,0.348,4.1,5.6,0.726,9.5,1.2,1.1,0.7,18.8,7.19,0.539,0.499,0.312,0.379,2.3,1.6,4
2.852173913,1999,Scott Padgett,28,23.16666667,1999,Forward,206,240,0.858333333,37,4.2,9.1,0.466,2.6,4.7,0.543,1.6,4.3,0.381,2.5,3.7,0.681,5.9,2.6,1.3,0.6,12.6,9.93,0.583,0.557,0.478,0.412,2.9,2.9,5.8
0,1999,John Celestand,30,22.25,1999,Guard,193,178,1.084269663,31,4.9,11.2,0.437,3,6.3,0.479,1.9,5,0.383,3.2,4,0.798,3.1,4.4,1.3,0.3,14.9,7.89,0.568,0.522,0.443,0.356,2.5,1.1,3.6
0,1999,Michael Ruffin,32,22.41666667,1999,Forward,206,246,0.837398374,33,3.5,6.7,0.527,3.5,6.6,0.537,0,0.1,0,4.5,7.5,0.603,10.4,1.4,1.8,2.6,11.6,4.45,0.564,0.527,0.018,1.113,2.1,3.9,6.1
0,1999,Chris Herren,33,23.75,1999,Guard,188,197,0.954314721,25,3.6,8.9,0.408,1.9,4.3,0.435,1.8,4.6,0.383,2.3,3.4,0.682,1.6,7.2,1,0,11.4,3.66,0.539,0.507,0.516,0.381,1.2,0.6,1.9
2.230882353,1999,Evan Eschmeyer,34,24.08333333,1999,Center,211,255,0.82745098,29,6.2,10.6,0.584,6.2,10.6,0.584,0,0,0,7.2,9.4,0.762,10.1,2.6,0.8,1.7,19.6,9.1,0.649,0.584,0,0.886,5.6,2.5,8.2
2.382905983,1999,Calvin Booth,35,23.08333333,1999,Center,211,230,0.917391304,27,5.8,11.3,0.513,5.8,11.1,0.523,0,0.2,0,3.7,4.8,0.775,8.7,0.9,0.6,3.5,15.3,8.61,0.564,0.513,0.02,0.422,2.2,1.8,4
0,1999,Obinna Ekezie,37,23.83333333,1999,Center,206,270,0.762962963,24,4.3,8.9,0.488,4.3,8.8,0.493,0,0.1,0,4,5.8,0.693,5.9,0.9,0.7,1.5,12.7,9.1,0.546,0.488,0.009,0.657,1.3,1.9,3.1
0,1999,Laron Profit,38,21.83333333,1999,Forward,196,204,0.960784314,34,5.4,10.8,0.503,4.7,8.6,0.553,0.7,2.3,0.312,2.9,4.4,0.676,4.8,2.1,2,0.4,14.5,9.1,0.564,0.535,0.209,0.402,2.4,2.2,4.6
0,1999,A.J. Bramlett,39,22.41666667,1999,Center,208,227,0.916299559,29,5.5,10.3,0.535,5.5,10.3,0.537,0,0,0,3.1,5.4,0.576,9.4,1.2,0.8,1.3,14.2,8.31,0.549,0.535,0.003,0.528,1.7,2.1,3.8
0,1999,Francisco Elson,41,23.33333333,1999,Center,213,235,0.906382979,32,2.5,4.9,0.513,2.5,4.9,0.513,0,0,0,0.7,1.6,0.412,5.1,0.5,0.8,1.3,5.7,7.85,0.502,0.513,0,0.327,0.4,2.7,3.1
2.981818182,1999,Lee Nailon,43,24.33333333,1999,Forward,206,238,0.865546218,31,8.6,16.9,0.508,8.5,16.4,0.515,0.1,0.5,0,5.5,7.7,0.715,9.3,2.5,1.2,0.9,22.8,4.9,0.554,0.511,0.029,0.456,2.9,1.2,4.1
0,1999,Ryan Robertson,45,22.66666667,1999,Guard,196,190,1.031578947,33,4.1,9.4,0.439,2.6,5.2,0.494,1.5,4.2,0.37,3.1,3.5,0.871,4,3.2,1.7,0.4,12.8,9.1,0.581,0.521,0.445,0.374,2.6,2.2,4.8
4.439779006,1999,Todd MacCulloch,47,23.41666667,1999,Center,213,280,0.760714286,29,7.2,10.9,0.662,7.2,10.9,0.662,0,0,0,4.2,7.1,0.595,11.9,0.8,1,1.6,18.7,10.02,0.654,0.662,0,0.647,4.4,1.8,6.1
0,1999,Lari Ketner,49,22.33333333,1999,Center,206,277,0.74368231,29,4.4,10.4,0.422,4.4,10.4,0.422,0,0,0,2,3.5,0.559,8.3,1.2,0.4,2.2,10.8,6,0.445,0.422,0,0.337,-0.3,2.8,2.5
0,1999,Rodney Buford,53,21.58333333,1999,Forward,196,189,1.037037037,31,6.6,14.2,0.469,4.9,10.1,0.481,1.8,4,0.44,3.5,4.3,0.82,7.2,2.2,1.9,0.3,18.6,4.86,0.574,0.532,0.285,0.303,3.2,1.7,4.8
0,1999,Tim Young,56,23.33333333,1999,Center,213,220,0.968181818,33,3.6,7.1,0.506,3.6,7.1,0.506,0,0,0,2.8,3.5,0.825,7.2,2,0.4,0.9,10,10.34,0.575,0.506,0,0.489,2,3.6,5.6
7.132093023,2000,Kenyon Martin,1,22.5,2000,Center,206,234,0.88034188,31,7.1,12.5,0.568,7.1,12.3,0.573,0.1,0.2,0,4.5,6.6,0.684,9.7,1.4,1.4,3.5,18.9,8.5,0.601,0.571,0.018,0.53,3.9,5.1,9
4.120197044,2000,Stromile Swift,2,20.58333333,2000,Forward,206,225,0.915555556,34,6.1,10.1,0.608,5.9,9.3,0.634,0.2,0.7,0,3.7,6.1,0.617,8.2,0.9,1.5,2.8,16.2,5.78,0.625,0.618,0.073,0.602,4.2,4.3,8.5
0,2000,Marcus Fizer,4,21.83333333,2000,Forward,206,262,0.786259542,37,8.8,15.2,0.582,8.4,14.1,0.6,0.4,1.1,0.357,4.7,6.5,0.732,7.7,1.1,0.8,1.1,22.8,7.14,0.625,0.595,0.075,0.425,6.2,3.4,9.6
7.156363636,2000,Mike Miller,5,20.33333333,2000,Forward,203,218,0.931192661,37,4.7,9.9,0.476,3.5,6.2,0.559,1.3,3.8,0.338,3.4,4.6,0.729,6.6,2.5,1.2,0.4,14.1,8.51,0.581,0.539,0.378,0.462,2.9,2.5,5.4
2.05,2000,DerMarr Johnson,6,20.08333333,2000,Guard,206,201,1.024875622,32,4.4,9.2,0.478,2.8,4.8,0.575,1.6,4.4,0.371,2.2,3,0.737,3.8,1.4,1,0.9,12.6,8.5,0.594,0.567,0.478,0.324,2.6,2.2,4.8
4.1,2000,Chris Mihm,7,20.91666667,2000,Center,213,265,0.803773585,33,6.2,11.9,0.523,6,11.5,0.525,0.2,0.5,0,5,7,0.707,10.5,0.7,0.3,2.7,17.7,9.61,0.578,0.532,0.038,0.589,3.4,4.2,7.7
4.651923077,2000,Jamal Crawford,8,20.25,2000,Guard,198,185,1.07027027,17,6.2,15,0.412,4.2,9.1,0.468,1.9,5.9,0.327,2.4,3,0.784,2.8,4.5,1.1,0.9,16.6,9.27,0.507,0.476,0.396,0.2,0.7,0.2,0.9
3.90738255,2000,Joel Przybilla,9,20.66666667,2000,Center,216,255,0.847058824,21,5.8,9.5,0.613,5.8,9.5,0.613,0,0,0,2.6,5.3,0.495,8.4,2.4,0.8,3.9,14.2,9.62,0.594,0.613,0,0.558,1.9,1.3,3.2
2.028421053,2000,Keyon Dooling,10,20.08333333,2000,Guard,190,196,0.969387755,31,4.7,12,0.389,2.8,6.5,0.424,1.9,5.5,0.347,4,5.4,0.743,2.7,3.6,1.4,0.5,15.3,8.22,0.523,0.468,0.456,0.448,1.7,1.6,3.3
0,2000,Jerome Moiso,11,22,2000,Forward,208,235,0.885106383,33,5.2,10.3,0.501,5.1,10.1,0.508,0,0.2,0,2.6,4.3,0.613,7.6,1.2,1.1,1.7,13,10.11,0.527,0.503,0.018,0.419,1.5,2.4,3.8
3.7,2000,Etan Thomas,12,22.16666667,2000,Center,206,256,0.8046875,29,5.1,8.5,0.602,5.1,8.5,0.602,0,0,0,3.4,5,0.678,9.3,0.6,0.8,3.7,13.6,6.2,0.626,0.602,0,0.593,3,4.4,7.4
2.218032787,2000,Courtney Alexander,13,23.16666667,2000,Guard,196,205,0.956097561,27,9.3,20.9,0.447,7.2,14.4,0.499,2.1,6.5,0.331,4,5.1,0.781,4.7,3.5,1.4,0.1,24.8,3.58,0.532,0.498,0.31,0.243,2.3,0.8,3
0,2000,Mateen Cleaves,14,22.75,2000,Guard,188,205,0.917073171,26,4.2,10,0.421,3,6.7,0.443,1.2,3.3,0.376,2.5,3.3,0.756,1.8,6.9,1.4,0.2,12.1,9.91,0.525,0.483,0.328,0.332,1.4,1.8,3.2
2.686206897,2000,Jason Collier,15,22.75,2000,Center,213,260,0.819230769,30,5.9,12.5,0.473,4.9,9.7,0.503,1,2.8,0.369,4.1,5.5,0.735,9.2,1.6,0.8,1.1,17,7,0.56,0.515,0.223,0.441,2.5,1.7,4.2
5.397468354,2000,Desmond Mason,17,22.66666667,2000,Forward,201,224,0.897321429,34,6.2,12.4,0.499,4.3,8.1,0.536,1.9,4.4,0.43,3.7,4.8,0.767,6.6,1.5,1.2,1,18,6.59,0.61,0.574,0.352,0.385,4.3,3.2,7.5
4.480874317,2000,Quentin Richardson,18,20.16666667,2000,Forward,198,223,0.887892377,33,6.1,14.2,0.432,3.9,8.4,0.464,2.2,5.8,0.384,2.5,3.6,0.706,9.8,2.2,1.1,0.3,17,7.83,0.535,0.51,0.406,0.254,2.3,2.6,5
6.402139037,2000,Jamaal Magloire,19,22.08333333,2000,Center,211,259,0.814671815,33,4.5,9,0.5,4.5,9,0.5,0,0,0,4.2,6.2,0.685,9.1,0.5,0.5,1.7,13.2,12.71,0.554,0.5,0,0.686,2.2,3.3,5.6
4.909210526,2000,Speedy Claxton,20,22.08333333,2000,Guard,180,166,1.084337349,31,8.2,17.4,0.47,6.5,13,0.5,1.6,4.3,0.381,4.8,6.3,0.764,5.4,6,3.3,0.2,22.8,-6.03,0.56,0.518,0.249,0.362,3.8,3.2,7
4.696035242,2000,Morris Peterson,21,22.83333333,2000,Forward,201,218,0.922018349,39,5.6,12,0.465,3.4,6.9,0.494,2.2,5.1,0.425,3.5,4.5,0.773,6,1.3,1.2,0.3,16.8,9.91,0.594,0.555,0.426,0.375,4.5,3,7.4
0,2000,Donnell Harvey,22,19.83333333,2000,Center,203,220,0.922727273,37,3.9,7.7,0.507,3.9,7.6,0.509,0,0,0,2.3,3.8,0.61,7,1,0.7,0.8,10.1,8.51,0.533,0.507,0.004,0.496,1.3,2.7,4
0,2000,Mamadou N'Diaye,26,25,2000,Center,213,255,0.835294118,34,2.9,5.5,0.535,2.9,5.5,0.535,0,0,0,3,4.6,0.665,7.9,0.5,0.8,1.9,8.9,8.2,0.581,0.535,0,0.829,1.9,5.4,7.3
0,2000,Erick Barkley,28,22.33333333,2000,Guard,185,177,1.04519774,28,5.7,14.3,0.398,3.9,8.6,0.454,1.8,5.7,0.313,2.9,4.4,0.664,3,4.5,3,0.3,16,6.96,0.49,0.46,0.4,0.305,1,0.8,1.7
0,2000,Mark Madsen,29,24.41666667,2000,Forward,206,240,0.858333333,23,4.7,8,0.587,4.7,8,0.587,0,0,0,2.8,4.9,0.575,9.3,1.1,0.6,0.9,12.2,7.12,0.591,0.587,0,0.614,1.8,2.4,4.2
0,2000,Dan Langhi,31,22.58333333,2000,Forward,211,220,0.959090909,30,7.4,15.5,0.477,5.5,10.7,0.511,1.9,4.8,0.403,5.4,6.2,0.871,6,0.8,0.4,0.3,22.1,7.54,0.6,0.54,0.31,0.4,4.3,1,5.3
0,2000,A.J. Guyton,32,22.33333333,2000,Guard,185,180,1.027777778,29,7,15.3,0.459,4.6,9.4,0.485,2.5,5.9,0.419,3.1,3.9,0.789,3.1,2.3,1,0.4,19.7,10.22,0.572,0.541,0.387,0.257,3.1,1.2,4.3
3.668421053,2000,Jake Voskuhl,33,22.58333333,2000,Center,211,245,0.86122449,34,3.2,5.6,0.571,3.2,5.6,0.571,0,0,0,2.1,3.1,0.683,6.4,1.1,0.5,1.4,8.5,7.58,0.601,0.571,0,0.545,2,2.5,4.5
0,2000,Khalid El-Amin,34,21.16666667,2000,Guard,178,200,0.89,35,5.6,13.6,0.411,3.8,8.5,0.443,1.8,5.1,0.356,3.1,3.4,0.892,3.1,5.2,1.7,0.1,16,7.58,0.526,0.477,0.373,0.253,2.2,2.2,4.4
