Peak WSPG,Draft Year,Name,Pick,Draft Age,Year,Position,Height (cm),Weight (lbs),Height/Weight Ratio,Games,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Points Per Game,Strength of Schedule,True Shooting Percentage,Effective Field Goal Percentage,3 Point Attempt Rate,Free Throw Attempt Rate,Offensive Win Shares,Defensive Win Shares,Win Shares
0,2000,Mike Smith,35,24.16666667,2000,Guard,203,195,1.041025641,28,6.7,15.8,0.424,4,7.8,0.511,2.7,7.9,0.338,4,5,0.801,9.4,3.4,1.5,0.9,20.1,-5.85,0.553,0.509,0.503,0.32,2.6,2.1,4.6
0,2000,Eddie House,37,22.08333333,2000,Guard,185,180,1.027777778,32,8.2,19.5,0.422,5.9,13.2,0.449,2.3,6.3,0.365,4.3,5.1,0.835,5.5,3.5,2.3,0.1,23,8.75,0.525,0.481,0.321,0.263,2.4,2.1,4.5
4.974666667,2000,Eduardo Najera,38,23.91666667,2000,Forward,203,240,0.845833333,34,6.9,15.1,0.455,6.4,12.7,0.5,0.5,2.4,0.22,4.1,5.9,0.688,9.2,2.1,1.7,0.7,18.4,6.63,0.512,0.473,0.16,0.393,1.9,4.4,6.3
0,2000,Lavor Postell,39,22.33333333,2000,Forward,196,215,0.911627907,33,5.2,12.1,0.428,4.4,9.5,0.463,0.8,2.6,0.294,3.2,4,0.809,6.9,1.8,0.9,0.6,14.3,6.96,0.512,0.459,0.213,0.328,1.5,0.7,2.2
0,2000,Hanno Mottola,40,23.75,2000,Forward,211,247,0.854251012,21,5.5,11.1,0.498,4.5,8.2,0.549,1,2.9,0.35,5,6,0.827,4.8,1.7,0.2,0.6,17,4.36,0.61,0.543,0.258,0.545,2.7,0.8,3.4
9.237974684,2000,Michael Redd,43,20.83333333,2000,Guard,198,220,0.9,30,6.6,15.1,0.436,5.4,11.5,0.474,1.1,3.6,0.315,3,3.9,0.776,6.5,2.1,1.2,0.2,17.3,6.55,0.511,0.473,0.239,0.257,1.6,2.4,4
6.817977528,2000,Brian Cardinal,44,23.08333333,2000,Forward,203,245,0.828571429,32,4.3,10.4,0.411,3,6.5,0.455,1.3,3.9,0.339,4.1,5.3,0.769,6.3,2.2,2,0.3,13.9,9.56,0.54,0.474,0.372,0.508,1.9,2.5,4.4
0,2000,Jabari Smith,45,23.33333333,2000,Center,211,250,0.844,34,4.6,8.3,0.553,4.2,7.3,0.579,0.4,1,0.371,2.9,4.9,0.595,7,2.2,0.7,1,12.5,5.78,0.587,0.576,0.124,0.596,2.7,2.5,5.2
4.325984252,2000,Jason Hart,49,22.16666667,2000,Guard,190,185,1.027027027,32,3.9,9.5,0.411,2.7,5.9,0.46,1.2,3.6,0.33,2.9,4,0.734,3,6.5,1.8,0.1,11.9,6.2,0.524,0.474,0.378,0.421,1.6,2,3.6
0,2000,Kaniel Dickens,50,21.91666667,2000,Center,203,215,0.944186047,29,4.1,8.4,0.486,3.6,7.2,0.502,0.4,1.2,0.382,3.5,5.5,0.638,6.6,0.9,0.9,0.9,12.1,1.53,0.55,0.512,0.14,0.658,1.6,0.7,2.4
0,2000,Dan McClintock,53,23.16666667,2000,Center,213,270,0.788888889,31,6.1,10.3,0.597,6.1,10.3,0.597,0,0,0,3.3,4.9,0.682,6.5,1.2,0.4,2.3,15.6,1.37,0.62,0.597,0,0.475,3.5,1,4.5
0,2000,Chris Porter,55,22.08333333,2000,Forward,201,218,0.922018349,26,5.4,11.7,0.464,5.3,11,0.477,0.2,0.7,0,3.6,5.3,0.676,7.3,1.2,2,0.3,14.6,8.2,0.513,0.47,0.056,0.457,1.2,2.9,4.1
6.626262626,2001,Jason Richardson,5,20.41666667,2001,Guard,198,220,0.9,33,5.5,11,0.503,4,7.3,0.554,1.5,3.7,0.402,2.2,3.2,0.689,5.9,2.2,1.2,0.8,14.7,9.54,0.589,0.57,0.337,0.293,2.9,3.3,6.3
6.885232068,2001,Shane Battier,6,22.75,2001,Forward,203,220,0.922727273,39,6.4,13.7,0.471,3.3,6.1,0.536,3.2,7.6,0.419,3.9,4.9,0.796,7.3,1.8,2.1,2.3,19.9,11.97,0.624,0.587,0.555,0.358,4.9,5.3,10.1
0,2001,Eddie Griffin,7,19.08333333,2001,Forward,208,220,0.945454545,30,6.9,16,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.734,10.8,1.6,0.9,4.4,17.8,6.03,0.501,0.472,0.267,0.227,1,3.6,4.6
0,2001,Rodney White,9,21,2001,Forward,206,238,0.865546218,28,6.7,13.8,0.487,5.5,10.4,0.533,1.2,3.4,0.347,4.1,5.7,0.713,6.5,1.5,1.2,0.7,18.7,7.91,0.566,0.53,0.246,0.415,2.5,1.9,4.4
6.715837104,2001,Joe Johnson,10,20,2001,Forward,203,225,0.902222222,30,5.4,11.5,0.468,4.2,8.9,0.476,1.2,2.6,0.443,2.3,3,0.747,6.4,2.6,1.4,0.4,14.2,6.16,0.549,0.519,0.228,0.263,1.8,2.3,4.1
8.644578313,2001,Richard Jefferson,13,21,2001,Forward,201,222,0.905405405,35,4.2,8.8,0.479,3.3,6.2,0.535,0.9,2.6,0.344,2.1,3.1,0.655,5.4,2.7,0.8,0.8,11.3,12.56,0.553,0.529,0.293,0.358,1.7,2.6,4.4
6.304716981,2001,Troy Murphy,14,21.08333333,2001,Forward,211,245,0.86122449,30,7.4,15.8,0.471,6.4,12.9,0.499,1,2.9,0.349,5.9,7.7,0.766,9.2,2.1,0.9,1.7,21.8,5.68,0.56,0.503,0.182,0.488,3,2.5,5.5
2.802531646,2001,Steven Hunter,15,19.66666667,2001,Center,213,220,0.968181818,30,4.6,7.8,0.592,4.6,7.8,0.592,0,0,0,2.2,4.2,0.536,5.6,0.5,0.2,2.4,11.4,8.02,0.587,0.592,0,0.536,1.9,1.6,3.5
0,2001,Kirk Haston,16,22.25,2001,Center,206,242,0.851239669,33,7.4,16.7,0.44,6.6,14.6,0.449,0.8,2.1,0.377,3.5,5,0.687,8.7,1.2,1.1,1.2,19,11.05,0.496,0.464,0.125,0.301,1.1,3.2,4.3
0,2001,Michael Bradley,17,22.16666667,2001,Center,208,245,0.848979592,31,8.2,11.8,0.692,7.8,10.7,0.727,0.4,1.1,0.353,4,6.8,0.59,9.8,2.6,0.9,1.8,20.8,6.45,0.69,0.708,0.093,0.578,5.5,0.9,6.4
4.631799163,2001,Jason Collins,18,22.5,2001,Center,213,255,0.835294118,34,4.9,8,0.62,4.6,7.2,0.637,0.4,0.8,0,4.3,5.4,0.784,7.8,1.5,0.8,1.3,14.5,9.86,0.687,0.642,0.096,0.683,4.3,3.3,7.5
3.886255924,2001,Zach Randolph,19,19.91666667,2001,Center,206,253,0.814229249,33,4.2,7.1,0.587,4.2,7.1,0.59,0,0,0,2.4,3.8,0.635,6.7,1,0.7,0.7,10.8,9.54,0.604,0.587,0.004,0.536,2.3,2.8,5.1
4.722321429,2001,Brendan Haywood,20,21.58333333,2001,Center,213,268,0.794776119,33,4.7,7.9,0.592,4.7,7.9,0.592,0,0,0,2.9,5.6,0.516,7.3,1.3,0.5,3.6,12.3,11.77,0.58,0.592,0,0.702,2.1,3.3,5.4
0,2001,Joseph Forte,21,20.25,2001,Guard,193,194,0.994845361,33,7.6,16.9,0.45,5.9,12.5,0.476,1.7,4.4,0.377,4,4.7,0.853,6.1,3.5,2,0.4,20.9,11.77,0.546,0.499,0.262,0.28,2.7,2.1,4.8
0,2001,Jeryl Sasser,22,22.33333333,2001,Guard,198,200,0.99,29,5.9,14.9,0.394,4.7,10.7,0.437,1.2,4.2,0.287,4,5.6,0.718,8.3,0.8,1.4,0.6,17,3.95,0.484,0.435,0.283,0.378,0.5,2.4,2.9
0,2001,Brandon Armstrong,23,21,2001,Guard,196,188,1.042553191,31,7.7,17.3,0.447,5.3,10.9,0.484,2.5,6.4,0.384,4.1,5,0.826,3.3,1.5,1.5,0.2,22.1,1.77,0.56,0.518,0.369,0.289,3.2,1.6,4.8
5.953913043,2001,Samuel Dalembert,26,20.08333333,2001,Center,211,250,0.844,29,3.4,6.1,0.565,3.4,6.1,0.565,0,0,0,1.4,2.5,0.556,5.7,0.3,0.5,2.1,8.3,6.03,0.568,0.565,0,0.407,1.1,1.7,2.9
5.416969697,2001,Jamaal Tinsley,27,23.33333333,2001,Guard,190,195,0.974358974,31,4.5,11.2,0.399,3.3,8.1,0.406,1.2,3.1,0.381,4.1,6,0.692,3.8,6,2.5,0.6,14.3,4.87,0.508,0.453,0.279,0.532,1.2,2.8,4
3.075,2001,Trenton Hassell,30,22.25,2001,Forward,196,200,0.98,32,7.7,15.8,0.485,6,11.6,0.52,1.7,4.3,0.39,4.6,5.8,0.796,7.8,4.5,1.2,0.5,21.7,-3.26,0.582,0.537,0.268,0.367,3.7,0.8,4.5
12.2754491,2001,Gilbert Arenas,31,19.41666667,2001,Guard,190,191,0.994764398,36,5.8,12.1,0.479,3.9,7.4,0.519,1.9,4.6,0.416,2.7,3.7,0.724,3.6,2.3,1.8,0.2,16.2,12.56,0.585,0.559,0.382,0.309,3.2,2.3,5.5
0,2001,Omar Cook,32,19.41666667,2001,Guard,185,190,0.973684211,29,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.309,3.3,4.4,0.742,3,8.7,2.3,0.2,15.3,8.27,0.491,0.446,0.561,0.327,0.8,2.4,3.2
0,2001,Will Solomon,33,22.91666667,2001,Guard,185,185,1,30,6.1,15.4,0.397,2.9,7,0.421,3.2,8.4,0.377,4.3,5.5,0.788,2.9,3.4,1.4,0.3,19.7,8.31,0.548,0.5,0.547,0.358,2.4,0.5,2.9
0,2001,Terence Morris,34,22.41666667,2001,Forward,206,221,0.932126697,36,4.4,10.2,0.432,3.7,7.7,0.478,0.7,2.5,0.289,2.7,3.4,0.795,7.7,1.9,0.9,2.2,12.2,10.99,0.518,0.467,0.246,0.333,1.1,3.5,4.6
0,2001,Brian Scalabrine,35,23.25,2001,Center,206,241,0.854771784,34,5.1,10.6,0.478,4.5,8.7,0.517,0.6,1.9,0.303,3.9,4.9,0.801,5.9,2.8,0.9,0.9,14.7,10.83,0.566,0.506,0.182,0.459,2.4,1.9,4.3
0,2001,Jeff Trepagnier,36,21.91666667,2001,Guard,193,200,0.965,21,3.4,7.6,0.453,3,6,0.512,0.4,1.6,0.235,1.8,2.9,0.607,5.1,1.6,1.5,1,9,10.83,0.503,0.478,0.214,0.384,0.4,1.2,1.6
0,2001,Damone Brown,37,22,2001,Forward,206,200,1.03,34,6.3,12.9,0.492,6.2,12.4,0.499,0.1,0.4,0,3.7,4.6,0.791,8.8,1.6,1.7,1.4,16.4,5.82,0.546,0.497,0.032,0.362,2.3,3.5,5.8
2.413852814,2001,Earl Watson,40,22,2001,Guard,185,195,0.948717949,32,5.4,10.9,0.493,4.2,7.5,0.556,1.2,3.4,0.352,2.8,4.4,0.636,3.7,5.2,1.9,0.3,14.7,12.06,0.567,0.547,0.309,0.401,2.3,1.7,4
0,2001,Jamison Brewer,41,20.58333333,2001,Guard,193,184,1.048913043,32,3,6.5,0.469,2.7,5.1,0.534,0.3,1.4,0.227,2,3.8,0.529,7.2,5.8,1.5,0.1,8.4,7.13,0.507,0.493,0.213,0.585,0.7,2.2,2.9
6.614666667,2001,Bobby Simmons,42,21,2001,Forward,201,210,0.957142857,29,5.1,11.5,0.447,3,5.8,0.524,2.1,5.7,0.37,4.3,5.3,0.8,8.6,2.5,0.8,0.1,16.7,8.02,0.594,0.539,0.495,0.465,2.9,1,3.9
0,2001,Sean Lampley,45,21.75,2001,Forward,201,227,0.885462555,31,6.7,13.4,0.502,6.5,12.4,0.527,0.2,1.1,0.212,5.8,7.9,0.738,7.2,3.3,0.9,0.5,19.5,9.08,0.569,0.511,0.079,0.587,3.1,1.8,4.9
0,2001,Loren Woods,46,23,2001,Center,216,245,0.881632653,29,4.6,9.1,0.504,4.6,9,0.506,0,0.1,0,4,4.9,0.83,6.5,2.1,0.7,2.9,13.2,12.56,0.58,0.506,0.011,0.534,2.1,4,6.1
0,2001,Ken Johnson,49,23.33333333,2001,Center,211,240,0.879166667,31,4.7,8.1,0.578,4.7,8.1,0.578,0,0,0,3.1,4.4,0.711,7.3,0.8,0.4,4,12.5,8.17,0.612,0.578,0,0.538,2.7,3.5,6.2
0,2001,Ruben Boumtje-Boumtje,50,23.08333333,2001,Center,213,257,0.828793774,33,3.2,6.2,0.517,3.2,6.2,0.517,0,0,0,2.7,3.8,0.718,6.8,0.9,0.7,2.4,9.1,1.58,0.571,0.517,0,0.611,1.5,3.9,5.4
0,2001,Alton Ford,51,20.08333333,2001,Center,206,275,0.749090909,26,3.7,8.5,0.432,3.3,7.2,0.462,0.3,1.3,0.265,3.1,5.1,0.609,5.9,0.7,0.2,0.7,10.8,4.91,0.494,0.452,0.155,0.605,0.5,0.7,1.2
3.215686275,2001,Jarron Collins,53,22.5,2001,Forward,211,255,0.82745098,34,4.5,8.1,0.558,4.5,7.9,0.563,0.1,0.2,0,3.7,5.4,0.687,6.7,1.4,0.6,0.6,12.8,9.86,0.6,0.562,0.022,0.659,2.6,2.2,4.8
0,2001,Kenny Satterfield,54,20.16666667,2001,Guard,188,186,1.010752688,35,4.7,12,0.387,3.3,7.9,0.415,1.4,4.1,0.333,3.7,4.7,0.788,4.7,5.1,1.7,0.2,14.4,7.84,0.505,0.444,0.342,0.392,1.3,3.3,4.6
0,2001,Alvin Jones,57,22.75,2001,Center,211,265,0.796226415,30,4.5,9.3,0.482,4.5,9.2,0.486,0,0.1,0,4.4,7.4,0.596,10.4,1.5,0.9,3.4,13.4,11.78,0.522,0.482,0.007,0.802,1.2,3.3,4.5
0,2002,Jay Williams,2,20.75,2002,Guard,188,195,0.964102564,35,7.1,15.6,0.457,4,7.5,0.536,3.1,8.1,0.383,4,5.9,0.676,3.5,5.3,2.2,0.1,21.3,9.16,0.58,0.556,0.517,0.38,3.9,2.4,6.3
4.811570248,2002,Mike Dunleavy,3,21.75,2002,Forward,206,220,0.936363636,35,6.2,12.9,0.483,3.7,6.2,0.596,2.5,6.7,0.378,2.3,3.4,0.681,7.2,2.1,2.3,0.7,17.3,9.16,0.596,0.581,0.517,0.264,3.4,3.8,7.2
5.898245614,2002,Drew Gooden,4,20.75,2002,Forward,208,230,0.904347826,37,7.7,15.3,0.504,7.4,14.3,0.519,0.3,1,0.278,4.2,5.5,0.755,11.4,2,1.8,1.4,19.8,9.35,0.554,0.512,0.064,0.36,2.8,3.8,6.6
0,2002,Dajuan Wagner,6,19.33333333,2002,Guard,188,200,0.94,36,7.4,18,0.41,5.5,12.2,0.453,1.8,5.8,0.317,4.6,6.4,0.722,2.5,3.6,1.2,0.6,21.2,4.72,0.504,0.461,0.321,0.355,1.7,2.4,4.1
4.17961165,2002,Chris Wilcox,8,19.75,2002,Center,208,221,0.941176471,36,4.8,9.5,0.504,4.8,9.5,0.507,0,0.1,0,2.4,4.1,0.585,7.1,1.5,0.8,1.5,12,9.38,0.523,0.504,0.006,0.429,1.2,2.8,4
6.445581395,2002,Caron Butler,10,22.25,2002,Forward,201,217,0.926267281,34,7.4,15.3,0.486,6.6,13.1,0.5,0.9,2.2,0.4,4.6,5.9,0.779,7.5,3,2.1,0.4,20.3,7.43,0.561,0.514,0.144,0.382,3.3,2.5,5.7
0,2002,Jared Jeffries,11,20.58333333,2002,Forward,211,230,0.917391304,36,5.3,11.5,0.457,4.5,9.5,0.472,0.8,2,0.38,3.7,5.6,0.667,7.6,2.1,1.5,1.3,15,12.08,0.529,0.489,0.171,0.486,2,3,5
0,2002,Melvin Ely,12,24.08333333,2002,Center,208,260,0.8,28,8.8,15.6,0.563,8.8,15.6,0.564,0,0,0,5.8,7.8,0.735,9.1,1.8,0.7,3.1,23.3,5.2,0.603,0.563,0.002,0.501,4.2,2.6,6.7
0,2002,Marcus Haislip,13,21.5,2002,Forward,208,230,0.904347826,25,6.4,12.4,0.518,5.8,10.6,0.551,0.6,1.8,0.326,3.2,4.4,0.721,6.7,1,0.4,1.8,16.7,10.93,0.573,0.542,0.148,0.357,2.2,1.3,3.5
4.136283186,2002,Fred Jones,14,23.25,2002,Guard,193,210,0.919047619,35,6.1,11.8,0.521,4.7,7.9,0.594,1.5,3.9,0.372,4.8,5.5,0.871,5.4,3.2,1.8,0.5,18.6,6.93,0.643,0.582,0.332,0.47,4.6,2,6.6
0,2002,Juan Dixon,17,23.66666667,2002,Guard,190,164,1.158536585,36,7,14.9,0.469,4.4,8.4,0.525,2.6,6.4,0.397,3.9,4.4,0.898,4.6,2.9,2.6,0.2,20.4,9.38,0.603,0.555,0.434,0.293,4.3,2.5,6.8
0,2002,Curtis Borchardt,18,21.75,2002,Center,213,240,0.8875,29,5.9,10.2,0.576,5.5,9.3,0.593,0.4,0.9,0,4.8,7.1,0.67,11.4,2,0.6,2.9,16.9,9.03,0.622,0.594,0.091,0.694,3.2,3.6,6.9
0,2002,Ryan Humphrey,19,22.91666667,2002,Forward,203,235,0.863829787,31,7.5,15.2,0.489,7.4,15,0.489,0.1,0.2,0,3.9,6.6,0.598,10.9,2.6,1.1,2.8,18.9,6.17,0.516,0.493,0.013,0.432,1.6,4.3,5.9
0,2002,Kareem Rush,20,21.66666667,2002,Forward,198,215,0.920930233,36,6.9,16.3,0.426,3.8,8.6,0.444,3.1,7.6,0.405,2.9,3.7,0.769,5.2,2.5,1.1,0.6,19.8,6.81,0.549,0.521,0.468,0.229,2.9,1.8,4.7
0,2002,Casey Jacobsen,22,21.25,2002,Guard,198,215,0.920930233,30,6.8,15.5,0.441,4.7,9.8,0.481,2.1,5.7,0.372,6.1,7.9,0.776,4.5,3.5,0.6,0.1,21.9,9.03,0.57,0.51,0.37,0.51,3.2,1.2,4.4
8.133333333,2002,Tayshaun Prince,23,22.33333333,2002,Forward,206,215,0.958139535,32,6.4,13.8,0.467,4.4,7.8,0.564,2,6,0.34,2.6,3.7,0.703,6.3,1.6,1.1,1.3,17.5,11.99,0.563,0.541,0.433,0.268,2.7,2.9,5.7
0,2002,Frank Williams,25,22.33333333,2002,Guard,190,212,0.896226415,35,5,12.7,0.393,3.4,8.1,0.423,1.5,4.5,0.34,4.7,5.8,0.808,4.7,4.4,2,0.3,16.2,9.94,0.525,0.454,0.359,0.458,1.9,1.9,3.8
1.964976959,2002,John Salmons,26,22.5,2002,Guard,201,210,0.957142857,32,4.3,9.3,0.461,3.6,7.1,0.509,0.7,2.2,0.31,3.8,4.6,0.842,6,6.1,1.8,0.6,13.1,5.52,0.572,0.498,0.239,0.492,2.4,2.5,4.9
0,2002,Chris Jefferies,27,22.33333333,2002,Forward,203,225,0.902222222,21,5.5,13.1,0.418,3.5,7.3,0.474,2,5.8,0.347,4.4,6.9,0.634,6.3,3,1.2,1.2,17.3,5.2,0.529,0.495,0.44,0.527,1.3,1.3,2.6
0,2002,Dan Dickau,28,23.75,2002,Guard,183,190,0.963157895,32,6.1,13.8,0.441,2.4,5.8,0.419,3.7,8,0.457,5.2,6,0.864,3,4.7,0.8,0.1,21,0.74,0.631,0.574,0.579,0.432,4.9,1.6,6.5
0,2002,Robert Archibald,32,22.25,2002,Center,211,250,0.844,34,3.4,5.1,0.659,3.4,5.1,0.663,0,0,0,3.9,6,0.654,5.5,1.3,0.7,1.1,10.6,9.94,0.669,0.659,0.006,1.185,3.1,1.9,4.9
0,2002,Vincent Yarbrough,33,21.25,2002,Forward,201,210,0.957142857,31,6.3,14.7,0.425,4.3,9.4,0.462,1.9,5.4,0.359,3.6,5.3,0.687,7.5,2.8,1.9,0.8,18.1,10.93,0.524,0.49,0.365,0.357,1.8,1.7,3.6
4.04,2002,Dan Gadzuric,34,24.33333333,2002,Center,211,240,0.879166667,33,5,9,0.554,5,8.9,0.556,0,0,0,1.8,3.7,0.472,7.7,0.7,0.5,1.3,11.7,10.77,0.545,0.554,0.003,0.416,1.5,1.5,3
10.29361702,2002,Carlos Boozer,35,20.58333333,2002,Center,206,258,0.798449612,35,6.6,9.9,0.665,6.6,9.9,0.667,0,0,0,5.1,6.7,0.754,8.7,1.1,0.9,0.6,18.2,9.16,0.696,0.665,0.003,0.682,5.3,3.2,8.5
0,2002,Tito Maddox,38,21,2002,Guard,193,190,1.015789474,25,4.4,11.2,0.391,3.6,8.4,0.427,0.8,2.8,0.286,3.9,5.5,0.703,5.8,8,1.6,0.2,13.5,5.14,0.486,0.427,0.249,0.491,0.5,1.7,2.2
0,2002,Lonny Baxter,44,23.41666667,2002,Center,203,260,0.780769231,35,5.5,10.1,0.545,5.5,10.1,0.547,0,0,0,4.2,6.7,0.623,8.2,0.8,0.9,2,15.2,9.38,0.572,0.545,0.003,0.667,2.5,3.3,5.8
2.389714286,2002,Matt Barnes,46,22.25,2002,Forward,201,235,0.855319149,31,4.9,10.4,0.471,3.5,7.1,0.495,1.4,3.3,0.417,2.4,3.8,0.619,6.2,3.5,1.1,0.3,13.5,10.77,0.554,0.537,0.319,0.365,1.9,1.1,3
0,2002,Jamal Sampson,47,19.08333333,2002,Forward,211,235,0.89787234,32,2.4,5.7,0.426,2.4,5.7,0.426,0,0,0,1.6,3,0.526,6.5,1.2,0.5,1.7,6.4,7.45,0.452,0.426,0,0.519,-0.2,2.7,2.5
0,2002,Chris Owens,48,23.25,2002,Forward,201,245,0.820408163,11,5.6,11.3,0.5,5.4,10.4,0.518,0.3,0.9,0,4.3,6.8,0.627,7.4,0.8,0.7,1.9,15.8,9.98,0.545,0.512,0.081,0.605,0.7,0.9,1.6
3.674025974,2002,Darius Songaila,50,24.33333333,2002,Forward,206,248,0.830645161,34,6,11.5,0.523,5.8,11,0.529,0.2,0.5,0,5.7,6.6,0.854,8.1,2.6,1.3,0.8,17.9,10.28,0.61,0.531,0.041,0.579,3.7,1.5,5.2
2.169312169,2002,Rasual Butler,53,23.08333333,2002,Forward,201,205,0.980487805,32,7.3,16.8,0.434,5.5,11.8,0.464,1.8,4.9,0.361,4.6,5.4,0.855,8.8,1.4,1.3,1.3,20.9,2.64,0.541,0.487,0.294,0.32,2.8,2.7,5.5
0,2002,Tamar Slay,54,22.16666667,2002,Guard,203,215,0.944186047,30,6.5,14.6,0.446,3.9,8.3,0.468,2.7,6.4,0.419,3.2,4.3,0.731,5.4,2.4,1.6,0.5,18.9,1.22,0.566,0.538,0.435,0.296,2.6,0.5,3.2
0,2002,Randy Holcomb,57,22.83333333,2002,Forward,206,225,0.915555556,33,6.7,12.9,0.516,6.3,11.7,0.539,0.4,1.2,0.3,3.2,5.1,0.635,9,1.7,0.7,1,16.9,6.02,0.552,0.531,0.094,0.392,2.4,2,4.5
0,2002,Corsley Edwards,58,23.25,2002,Center,206,275,0.749090909,32,5.6,11,0.504,5.6,11,0.504,0,0,0,4.3,5.6,0.761,8.7,1,1.4,1.5,15.4,-9.29,0.562,0.504,0,0.51,2.5,3.9,6.4
8.045283019,2003,Carmelo Anthony,3,19.08333333,2003,Forward,203,230,0.882608696,35,7.9,17.5,0.453,6.3,12.7,0.496,1.6,4.7,0.337,4.8,6.8,0.706,10,2.2,1.6,0.9,22.2,9.02,0.537,0.498,0.271,0.389,2.7,3.1,5.8
10.83571429,2003,Chris Bosh,4,19.25,2003,Forward,208,228,0.912280702,31,5.4,9.7,0.56,4.7,8.2,0.575,0.7,1.5,0.478,4.1,5.6,0.73,9,1.2,1,2.2,15.6,7.94,0.634,0.597,0.153,0.58,3.5,2.9,6.4
12.27683616,2003,Dwyane Wade,5,21.41666667,2003,Guard,193,212,0.910377358,33,7.6,15.2,0.501,7.2,13.8,0.519,0.4,1.3,0.318,5.9,7.5,0.779,6.3,4.4,2.2,1.3,21.5,7.28,0.573,0.515,0.088,0.497,3.6,2.9,6.5
3.59382716,2003,Chris Kaman,6,21.16666667,2003,Center,213,268,0.794776119,31,7.9,12.6,0.622,7.9,12.6,0.622,0,0,0,6.6,8.9,0.749,12,1.2,0.6,3.2,22.4,1.79,0.664,0.622,0,0.702,5.4,1.5,6.8
8.578991597,2003,Kirk Hinrich,7,22.41666667,2003,Guard,190,190,1,37,6.3,13.2,0.475,3.9,7.3,0.532,2.4,5.9,0.406,2.4,3.4,0.704,3.8,3.5,1.9,0.4,17.3,10.53,0.586,0.567,0.449,0.256,3.5,2.8,6.3
4.290697674,2003,T.J. Ford,8,20.25,2003,Guard,183,165,1.109090909,33,4.8,12,0.401,4.3,10,0.429,0.5,2.1,0.265,4.8,5.9,0.82,3.9,7.7,2,0.2,15,9.27,0.506,0.423,0.171,0.489,1.3,3,4.3
0,2003,Mike Sweetney,9,20.66666667,2003,Forward,203,275,0.738181818,34,7.8,14.2,0.547,7.8,14.1,0.55,0,0.1,0,7.3,9.9,0.738,10.4,1.9,1.5,3.2,22.8,6.27,0.604,0.547,0.006,0.696,4.8,4.9,9.8
2.272826087,2003,Jarvis Hayes,10,21.83333333,2003,Forward,201,220,0.913636364,27,6.9,13.6,0.503,4.9,8.9,0.544,2,4.7,0.425,2.6,3.3,0.784,4.4,2,1.1,0.4,18.3,11.3,0.602,0.576,0.345,0.239,2.9,1.1,4
3.850434783,2003,Nick Collison,12,22.66666667,2003,Forward,206,255,0.807843137,38,7.4,13.3,0.554,7.1,12.3,0.571,0.3,1,0.342,3.3,5.3,0.635,10,2.2,1.2,1.9,18.5,10.53,0.583,0.567,0.075,0.394,3.8,5.4,9.1
2.064748201,2003,Marcus Banks,13,21.58333333,2003,Guard,188,200,0.94,32,7,13.6,0.514,5.7,9.8,0.583,1.3,3.8,0.336,5.1,6.7,0.757,3.3,5.5,2.8,0.1,20.3,4.67,0.606,0.561,0.281,0.493,4.2,1.4,5.6
2.953554502,2003,Luke Ridnour,14,22.33333333,2003,Guard,188,175,1.074285714,33,6.2,14.2,0.432,3.7,7.8,0.473,2.5,6.4,0.382,4.9,5.6,0.88,3.4,6.6,1.9,0.1,19.7,6.11,0.582,0.518,0.451,0.391,3.5,1.5,5
0,2003,Reece Gaines,15,22.41666667,2003,Guard,198,205,0.965853659,32,5.5,12,0.462,3.2,6,0.534,2.3,6,0.391,4.5,6.2,0.736,2.9,5,1.7,0.1,17.9,6.84,0.602,0.56,0.501,0.514,3.5,1.9,5.5
0,2003,Troy Bell,16,22.58333333,2003,Guard,185,180,1.027777778,31,7.2,16.4,0.441,3.8,7.9,0.484,3.4,8.5,0.402,7.3,8.6,0.847,4.6,3.7,2.3,0.2,25.2,7.23,0.615,0.545,0.52,0.528,4.9,1.3,6.2
6.728205128,2003,David West,18,22.83333333,2003,Forward,206,240,0.858333333,32,6.7,13,0.513,6.4,12.2,0.524,0.3,0.8,0,6.5,8,0.816,11.8,3.2,1.3,1.6,20.1,4.61,0.6,0.524,0.063,0.617,4,5.7,9.7
0,2003,Dahntay Jones,20,22.5,2003,Forward,198,210,0.942857143,33,6,12.8,0.47,4.6,9.2,0.498,1.4,3.6,0.398,4.2,5.7,0.749,5.5,0.9,1.2,0.5,17.7,8.38,0.572,0.526,0.28,0.444,2.8,2,4.8
3.122018349,2003,Brian Cook,24,22.5,2003,Forward,206,234,0.88034188,30,6.7,14.1,0.479,5.8,11.1,0.526,0.9,3,0.303,5.6,6.8,0.82,7.6,2,0.7,0.4,20,6.76,0.577,0.511,0.211,0.486,3.3,2.3,5.6
